ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006475	internal protein amino acid acetylation	24/1322	166/18866	5.630784167413935e-4	0.03435612221410567	0.030377794676152755	1386/54556/675/6688/6877/3670/23411/9643/10933/8193/54107/8850/3976/79829/10943/55209/8202/4654/10626/10891/4137/80314/64769/55167	24
BP	GO:0045646	regulation of erythrocyte differentiation	11/1322	50/18866	5.645790711537863e-4	0.03435612221410567	0.030377794676152755	677/1021/92/6688/2309/2113/9935/23543/7538/29843/405	11
BP	GO:0022409	positive regulation of cell-cell adhesion	35/1322	279/18866	5.834848925625322e-4	0.035122379180732466	0.031055321570960564	55083/29851/3479/240/10725/5295/5896/10211/3458/51571/8013/2113/8728/998/201627/57178/3329/6666/50848/80381/10630/100/9840/80380/387/9402/2534/288/6376/4680/3952/57678/64115/1803/941	35
BP	GO:0048041	focal adhesion assembly	15/1322	83/18866	5.893220516400362e-4	0.035122379180732466	0.031055321570960564	7422/10979/3987/5728/1946/9448/1307/5796/342184/387/55920/5795/9748/25/9475	15
BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	23/1322	157/18866	6.024737676941971e-4	0.03553980460245055	0.0314244104825244	6091/7422/6498/3987/4135/1946/5789/26039/5361/998/347733/57611/7804/10097/7074/387/4739/4137/57698/5048/25/114798/84079	23
BP	GO:0003012	muscle system process	52/1322	467/18866	6.231031473813563e-4	0.036385447424359806	0.03217213060801559	3778/10087/7132/3479/7168/84676/90523/808/9759/2257/5910/4637/2309/8013/9314/9110/490/583/488/3720/6781/781/148/783/100/4654/444/481/10891/493/1824/11214/1837/6717/7074/1605/387/775/55800/5021/5592/3952/4887/30819/5530/2660/1812/3363/818/103910/1910/9475	52
BP	GO:0150117	positive regulation of cell-substrate junction organization	8/1322	29/18866	6.462922949698674e-4	0.03716042191042546	0.032857365561781524	7422/3987/9448/10982/1307/342184/5795/25	8
BP	GO:0050890	cognition	37/1322	302/18866	6.492306889730101e-4	0.03716042191042546	0.032857365561781524	54207/6446/5728/51247/4835/4908/5896/2353/22849/6310/3688/65009/1268/4763/3156/7832/55209/2764/10097/1620/7067/85461/57477/4137/5048/93986/5071/2534/5021/57144/54413/1816/1812/41/2019/84061/2760	37
BP	GO:0051588	regulation of neurotransmitter transport	19/1322	120/18866	6.69120273252481e-4	0.03788323643779612	0.03349648051091834	63908/10211/808/23621/488/3688/1268/4763/148/783/2932/10497/5071/6804/27345/5906/1812/41/143425	19
BP	GO:0048545	response to steroid hormone	41/1322	346/18866	6.74965119026639e-4	0.03788323643779612	0.03349648051091834	1277/133522/677/1789/9125/4015/9076/6678/2022/84676/808/5978/3670/1373/23411/2353/2309/8013/490/799/6781/57178/3329/23543/4654/760/6720/4193/7042/11214/387/9611/5021/8284/8031/9612/57678/7538/2660/29966/2288	41
BP	GO:0043525	positive regulation of neuron apoptotic process	12/1322	59/18866	6.852518472230145e-4	0.03809077816150237	0.03367998957606234	1386/4605/4835/55294/4170/9759/23621/2309/998/4763/7042/387	12
BP	GO:0150115	cell-substrate junction organization	17/1322	102/18866	6.947244888856118e-4	0.03824954543093068	0.033820372110561714	7422/10979/3987/5728/1946/9448/3915/10982/1307/5796/342184/387/55920/5795/9748/25/9475	17
BP	GO:0016573	histone acetylation	23/1322	159/18866	7.209137486868852e-4	0.03931700359583852	0.03476422208166349	1386/54556/675/6688/6877/3670/23411/9643/10933/8193/54107/8850/3976/79829/10943/55209/8202/4654/10626/10891/80314/64769/55167	23
BP	GO:0007617	mating behavior	7/1322	23/18866	7.378423285296405e-4	0.0398641729086902	0.0352480309625178	5728/7068/9759/55585/7067/1816/1812	7
BP	GO:1901890	positive regulation of cell junction assembly	17/1322	103/18866	7.787925284628523e-4	0.040922942149611584	0.03618419815885321	7422/9076/3987/1946/5789/9448/10211/3556/1307/342184/5795/5021/7058/54413/25/114798/84189	17
BP	GO:0060349	bone morphogenesis	16/1322	94/18866	7.79440799735161e-4	0.040922942149611584	0.03618419815885321	1277/1280/4325/4040/3638/22856/658/5915/158326/1112/6781/4054/51141/871/55512/85301	16
BP	GO:0043254	regulation of protein-containing complex assembly	50/1322	449/18866	7.835540255090041e-4	0.040922942149611584	0.03618419815885321	2006/647087/7422/89795/1654/11075/90427/22919/5494/63908/64581/3670/3458/51571/578/329/133746/56998/998/6709/114088/10788/10152/2764/2932/10097/51100/23271/7013/6840/55243/7067/342184/8936/387/5830/10497/4137/5601/4133/6804/57731/25/2314/89848/2288/8976/84079/8780/129293	50
BP	GO:1901888	regulation of cell junction assembly	27/1322	200/18866	7.857544678441248e-4	0.040922942149611584	0.03618419815885321	7422/9076/3987/5818/5728/1946/5789/9448/10211/3556/1307/55209/50848/342184/387/55920/5795/9748/5021/7855/7058/54413/5906/25/114798/84189/9475	27
BP	GO:0034614	cellular response to reactive oxygen species	24/1322	170/18866	7.959041399579889e-4	0.04108144493836727	0.036324346838684164	133522/7168/7128/23135/23411/2353/2309/8013/9314/2113/890/55512/10645/5796/4193/4137/59338/5601/5159/538/3747/25/10105/1017	24
BP	GO:0050768	negative regulation of neurogenesis	36/1322	295/18866	8.196973256615184e-4	0.04193513486415255	0.037079182239518706	1281/5376/23251/340533/11075/5728/430/7068/3397/6993/5978/3670/26052/23405/6496/23500/2309/4763/84376/2932/4193/1620/66008/387/1656/5048/53335/6376/4133/5793/54413/5530/9529/2288/1910/3196	36
BP	GO:0050769	positive regulation of neurogenesis	53/1322	485/18866	8.580194781062093e-4	0.043137290023985655	0.03814213173034612	6091/23426/7422/1789/6498/11075/5728/4135/1946/64175/5789/6993/26039/5978/3458/23405/5361/22849/3976/5324/65009/1268/5915/347733/57611/163404/411/55906/7804/4919/10097/57118/1620/50937/8322/7074/1605/387/4137/57698/5048/5071/2534/6376/6692/6925/5906/257194/114798/3232/23013/55714/84079	53
BP	GO:0048568	embryonic organ development	50/1322	451/18866	8.646567138898809e-4	0.043137290023985655	0.03814213173034612	1280/1301/7422/7942/677/2200/4325/2022/4040/56034/430/8575/83852/841/3638/6496/22846/8013/3976/4237/65009/5915/7545/8320/347733/9935/2487/144455/79805/5155/196528/51141/100/2202/7042/5154/3340/7026/30009/339829/5159/4853/7855/6692/9750/5887/3232/2019/84189/405	50
BP	GO:0030323	respiratory tube development	25/1322	181/18866	8.655813255115614e-4	0.043137290023985655	0.03814213173034612	9509/7422/4015/6678/7965/9618/55294/7068/3397/3976/998/4054/55512/10630/100/10252/6720/7067/5154/1605/93986/339829/5159/4781/538	25
BP	GO:0048814	regulation of dendrite morphogenesis	16/1322	95/18866	8.775061207032961e-4	0.04335780242551927	0.03833710951088804	5728/5789/3397/26039/26052/23043/10152/2932/7804/10097/7074/5048/54413/5530/84079/3196	16
BP	GO:0031333	negative regulation of protein-containing complex assembly	21/1322	142/18866	9.011031864992702e-4	0.04414641967078205	0.039034407436578565	1654/11075/22919/5494/3670/51571/329/56998/998/6709/114088/2932/6840/7067/5830/4133/57731/2314/2288/84079/8780	21
BP	GO:0048015	phosphatidylinositol-mediated signaling	26/1322	192/18866	9.294678791067706e-4	0.04515339335391799	0.03992477683275081	677/3479/5728/56034/4908/5295/205428/23411/9314/57605/2549/5297/4763/5155/4919/6198/7042/5154/387/59338/5291/2534/5159/3952/23026/4150	26
BP	GO:0098693	regulation of synaptic vesicle cycle	18/1322	114/18866	9.469746015066157e-4	0.045462634075724186	0.04019820848181732	5728/63908/808/26052/23621/488/1268/27253/148/783/2932/10497/6804/11069/54413/5906/1812/143425	18
BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	14/1322	78/18866	9.515617926245677e-4	0.045462634075724186	0.04019820848181732	1281/6091/3479/9448/6993/8859/10982/50848/11214/50937/5159/4853/55379/57679	14
BP	GO:0048732	gland development	49/1322	443/18866	0.001018286730606354	0.04816878744004556	0.042590998062411574	9480/6091/7422/10116/9076/5728/675/4040/7128/55294/5896/3670/1373/5361/6496/80169/5324/2113/998/3720/1054/7490/4763/340481/9935/2487/208/144455/100/6599/10765/1181/64919/7042/7067/5154/1605/339829/5021/5159/4781/9612/4853/3157/5906/538/25/3232/2288	49
BP	GO:0043967	histone H4 acetylation	13/1322	70/18866	0.001028750574954725	0.04816878744004556	0.042590998062411574	54556/675/6688/23411/9643/10933/79829/10943/4654/10626/80314/64769/55167	13
BP	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	6/1322	18/18866	0.0010433127242356847	0.04816878744004556	0.042590998062411574	677/22849/7832/340719/5436/7538	6
BP	GO:0061037	negative regulation of cartilage development	8/1322	31/18866	0.001047862838803656	0.04816878744004556	0.042590998062411574	11173/5744/359845/5915/2487/4054/2202/3952	8
BP	GO:0045444	fat cell differentiation	30/1322	235/18866	0.0010498645939190003	0.04816878744004556	0.042590998062411574	677/1386/28951/1734/240/4023/6041/688/1040/6095/10124/23411/3638/8013/9314/583/83723/9935/2487/208/862/114885/6720/10891/25937/252995/8800/3952/7538/4929	30
BP	GO:0046928	regulation of neurotransmitter secretion	17/1322	106/18866	0.0010850120680299682	0.0485710440239707	0.04294667463840745	63908/808/23621/488/1268/4763/148/783/2932/10497/5071/6804/27345/5906/1812/41/143425	17
BP	GO:0050808	synapse organization	48/1322	433/18866	0.0010876145914825454	0.0485710440239707	0.04294667463840745	4774/1282/1287/6678/5818/5728/1946/5789/5978/1740/26052/1821/3556/998/5064/221935/27253/55209/10152/783/55906/7804/10097/9118/85461/2213/8936/7074/1605/387/10497/4137/5048/2534/288/5021/6376/55203/7855/7058/54413/53942/25/57679/114798/1812/84189/8976	48
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	22/1322	154/18866	0.0011008517446925463	0.0485710440239707	0.04294667463840745	677/3479/5728/56034/4908/5295/205428/23411/9314/2549/4763/5155/4919/7042/5154/59338/5291/2534/5159/3952/23026/4150	22
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	15/1322	88/18866	0.0011067102979531141	0.0485710440239707	0.04294667463840745	3479/56034/4908/5295/23411/2549/5155/4919/7042/5154/5291/2534/5159/3952/4150	15
BP	GO:0018393	internal peptidyl-lysine acetylation	23/1322	164/18866	0.001109043039467935	0.0485710440239707	0.04294667463840745	1386/54556/675/6688/6877/3670/23411/9643/10933/8193/54107/8850/3976/79829/10943/55209/8202/4654/10626/10891/80314/64769/55167	23
BP	GO:0031960	response to corticosteroid	23/1322	164/18866	0.001109043039467935	0.0485710440239707	0.04294667463840745	1277/133522/677/1789/9076/6678/2022/84676/808/5978/3670/1373/2353/2309/490/799/6781/3329/4654/11214/387/7538/2660	23
CC	GO:0098644	complex of collagen trimers	18/1399	21/19559	2.3429302801995768e-18	1.5580486363327186e-15	1.3983594409191159e-15	1281/1277/1280/50509/1282/1290/1294/1301/1278/1287/1289/1286/1295/1284/1285/1288/1307/85301	18
CC	GO:0005581	collagen trimer	29/1399	87/19559	7.964995254616816e-13	2.6483609221600915e-10	2.376922268088281e-10	1281/1277/1280/50509/1282/1290/1294/1301/1278/1306/1287/1293/1289/4015/1286/1295/169044/114904/1284/81578/1297/1285/1310/84570/1288/1292/1307/85301/338872	29
CC	GO:0005604	basement membrane	29/1399	103/19559	8.676076875059069e-11	1.9231970406380934e-8	1.7260826625117514e-8	1280/1282/1294/1306/1287/83872/1289/2200/3908/1286/6678/1295/1946/1284/3915/1297/1285/8455/1288/158326/4017/4811/341640/80144/3339/1605/8577/7058/22795	29
CC	GO:0005583	fibrillar collagen trimer	10/1399	12/19559	1.964581053760131e-10	2.612892801500974e-8	2.3450893841726195e-8	1281/1277/1280/50509/1290/1301/1278/1289/1307/85301	10
CC	GO:0098643	banded collagen fibril	10/1399	12/19559	1.964581053760131e-10	2.612892801500974e-8	2.3450893841726195e-8	1281/1277/1280/50509/1290/1301/1278/1289/1307/85301	10
CC	GO:0062023	collagen-containing extracellular matrix	65/1399	427/19559	5.4364485255939605e-9	6.025397115866639e-7	5.40783563861715e-7	1281/1277/2006/1280/7837/50509/1282/1290/9509/1294/1301/1278/1306/56999/1287/1293/83872/1289/2200/3908/1286/6678/81794/89797/1295/1946/64175/1284/3915/81578/1297/1285/284018/1310/8455/84570/1464/1288/9508/1292/8728/4237/5272/1307/158326/4017/4811/3068/5155/4054/871/308/85301/341640/2202/80144/3339/7042/50937/4317/1605/8577/131578/7058/22795	65
CC	GO:0005788	endoplasmic reticulum lumen	49/1399	308/19559	1.0413146436139767e-7	9.892489114332779e-6	8.878577487656011e-6	1281/1277/1280/50509/1282/1290/1294/1301/1278/1306/1287/1293/79070/1289/2200/285362/1286/56034/1295/64175/169044/2882/81619/11173/1284/3915/81578/1297/1285/1310/84570/51726/1288/23621/1292/2326/84141/1307/411/23071/5155/871/85301/416/54972/5154/1605/11320/57544	49
CC	GO:0031252	cell leading edge	54/1399	421/19559	2.1094461639923572e-5	0.001753477123818647	0.0015737578618206139	10979/1654/11075/7168/1021/10211/6993/154796/133746/1464/54822/1915/10006/490/998/3688/65059/5064/208/121512/9495/8476/10788/10152/92154/10630/10097/6506/5796/7456/3748/29959/9079/8936/7074/1605/387/4739/4137/5795/59338/57698/5048/9748/5159/1500/9750/538/3747/25/57679/81848/8976/1803	54
CC	GO:0098562	cytoplasmic side of membrane	29/1399	188/19559	7.088218547669129e-5	0.005237405926888856	0.004700608089506896	858/162540/10979/5996/5728/7803/83850/5775/56928/55970/329/1915/490/488/7187/5064/5127/9495/56616/1837/57477/7074/387/2534/2669/59345/54331/5530/2760	29
CC	GO:0009898	cytoplasmic side of plasma membrane	26/1399	164/19559	1.0387929742342871e-4	0.006907973278658009	0.006199953856745693	858/10979/5996/5728/7803/83850/5775/55970/329/490/488/7187/5064/5127/9495/56616/1837/57477/7074/387/2534/2669/59345/54331/5530/2760	26
CC	GO:0036464	cytoplasmic ribonucleoprotein granule	33/1399	233/19559	1.2905167101122958e-4	0.007801760111133424	0.007002133728551882	84206/9924/677/9125/1654/23318/7072/23185/57532/9710/23034/23345/8653/998/9908/23215/57379/9931/203228/167227/9118/122402/5436/4137/1656/26065/9337/113251/80153/7538/1965/9475/11201	33
CC	GO:0000803	sex chromosome	9/1399	30/19559	1.724244535541721e-4	0.009555188467793704	0.008575847821510139	1788/10336/329/23512/6599/9555/55791/55506/1017	9
CC	GO:0035770	ribonucleoprotein granule	33/1399	243/19559	2.8567354939336816e-4	0.014613300795891526	0.01311553866445666	84206/9924/677/9125/1654/23318/7072/23185/57532/9710/23034/23345/8653/998/9908/23215/57379/9931/203228/167227/9118/122402/5436/4137/1656/26065/9337/113251/80153/7538/1965/9475/11201	33
CC	GO:0000805	X chromosome	5/1399	10/19559	3.4543450024723056e-4	0.016408138761743452	0.014726418168434566	10336/9555/55791/55506/1017	5
CC	GO:0031519	PcG protein complex	11/1399	47/19559	3.8146771099226433e-4	0.01691173518732372	0.015178399447902726	10389/10336/22823/23411/80816/23466/3720/23512/4591/84733/1911	11
CC	GO:0000932	P-body	16/1399	88/19559	4.59198161313582e-4	0.01908542357959575	0.01712929983321059	84206/9924/677/9125/9710/23034/23345/57379/203228/167227/5436/1656/26065/9337/80153/7538	16
CC	GO:0030027	lamellipodium	27/1399	201/19559	0.0011528292821169355	0.04509596897692718	0.04047394445574628	10979/1654/11075/10211/6993/154796/1464/10006/3688/65059/121512/8476/10788/10152/92154/10630/10097/29959/8936/1605/387/4739/57698/1500/57679/8976/1803	27
MF	GO:0030020	extracellular matrix structural constituent conferring tensile strength	25/1382	41/18352	2.153213608143961e-18	2.157520035360249e-15	1.9854896007727476e-15	1281/1277/1280/50509/1282/1290/1294/1301/1278/1306/1287/1293/1289/1286/1295/1284/81578/1297/1285/1310/84570/1288/1292/1307/85301	25
MF	GO:0005201	extracellular matrix structural constituent	40/1382	169/18352	5.131489390598798e-11	2.5708761846899978e-8	2.365886687455025e-8	1281/1277/2006/1280/7837/50509/1282/1290/1294/1301/1278/1306/1287/1293/83872/1289/2200/3908/1286/6678/1295/169044/1284/3915/81578/1297/1285/1310/84570/1288/1292/4237/1307/4811/85301/2202/80144/3339/7058/22795	40
MF	GO:0048407	platelet-derived growth factor binding	9/1382	11/18352	3.637004161013866e-9	1.2147593897786312e-6	1.117900226332683e-6	1281/1277/1280/1282/1278/1289/5155/5154/5159	9
MF	GO:0003712	transcription coregulator activity	64/1382	498/18352	1.7729600214901865e-5	0.004441264853832917	0.004087139417961588	51442/9111/133522/114803/1788/6996/1789/64324/166968/90523/79685/3397/6877/26039/3670/116931/23261/23411/9759/8193/329/133746/8850/6882/6496/5994/144455/862/57178/3068/10923/6666/91748/221895/8202/23051/23543/9441/9774/4654/473/359948/6599/10765/10891/221037/25937/9079/5927/286205/53335/5071/9611/51780/8031/9612/158586/25/345643/6595/27044/23013/387893/23186	64
MF	GO:0005161	platelet-derived growth factor receptor binding	7/1382	15/18352	5.075355456833393e-5	0.01017101233549412	0.009360023958286428	7422/5728/56034/5155/5154/5795/5159	7
MF	GO:0008237	metallopeptidase activity	30/1382	189/18352	7.908657042446361e-5	0.013207457260885423	0.012154357138917566	9509/114803/56999/7092/81794/4325/170691/10988/11173/170692/11174/1362/8038/7511/5713/22846/9508/8728/84909/171019/79805/10213/4317/53616/10893/649/1368/89782/129293/8665	30
MF	GO:0032452	histone demethylase activity	9/1382	28/18352	1.408101819068505e-4	0.017636475283833025	0.016230226230315926	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
MF	GO:0140457	protein demethylase activity	9/1382	28/18352	1.408101819068505e-4	0.017636475283833025	0.016230226230315926	23135/3720/23030/10765/221037/5927/51780/8284/8242	9
MF	GO:0008017	microtubule binding	37/1382	265/18352	1.9824553965418844e-4	0.02207133674816631	0.020311472834744923	55083/89795/56896/400954/4135/26153/1641/151393/126731/22919/9448/27436/54462/26052/10982/374969/7756/11104/84376/79805/23271/7013/342184/6683/7074/161436/283726/4137/55920/5048/3798/90990/4133/79884/9371/22974/1808	37
MF	GO:0015631	tubulin binding	46/1382	365/18352	4.0007667154574883e-4	0.037275549825848714	0.03430337393365214	55083/89795/1654/56896/400954/11075/4135/675/26153/1641/151393/126731/22919/9448/27436/54462/26052/10982/374969/7756/11104/84376/55207/79805/23271/7013/10891/4692/342184/6683/7074/161436/1605/283726/4137/55920/5048/3798/5071/2534/90990/4133/79884/9371/22974/1808	46
MF	GO:0004222	metalloendopeptidase activity	19/1382	108/18352	4.1856279668442056e-4	0.037275549825848714	0.03430337393365214	9509/56999/7092/81794/4325/170691/11173/170692/11174/8038/9508/8728/171019/4317/53616/10893/649/89782/129293	19
MF	GO:0035257	nuclear hormone receptor binding	23/1382	144/18352	4.7055840764846657e-4	0.037275549825848714	0.03430337393365214	23426/133522/64324/9324/3670/23411/6882/8013/5915/9039/8202/4654/10891/221037/55791/6867/93986/9611/8284/9612/1406/4929/2288	23
MF	GO:0035259	glucocorticoid receptor binding	6/1382	15/18352	4.986543893333591e-4	0.037275549825848714	0.03430337393365214	23426/8013/6867/9612/4929/2288	6
MF	GO:0008013	beta-catenin binding	16/1382	85/18352	5.394096638863361e-4	0.037275549825848714	0.03430337393365214	23426/357/23135/139285/116931/6095/2309/9314/56998/1525/2932/5796/5795/5071/6925/4929	16
MF	GO:0017112	Rab guanyl-nucleotide exchange factor activity	9/1382	33/18352	5.580172129618071e-4	0.037275549825848714	0.03430337393365214	163486/57589/80851/201627/55255/203228/10260/81846/57679	9
MF	GO:0051427	hormone receptor binding	26/1382	177/18352	7.800365324316295e-4	0.0488497878435308	0.04495473700066497	23426/133522/64324/9324/3670/23411/6882/8013/5744/5915/9039/8202/4654/10891/221037/55791/6867/93986/2534/9611/8284/9612/1406/3952/4929/2288	26
