ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048286	lung alveolus development	20/4942	41/18866	0.0015832811547856012	0.02759006109350111	0.02220501843695624	2263/93986/3976/3488/342371/659/4054/54206/23657/64220/6943/652/2324/64759/100/26154/5241/1385/9678/93649	20
BP	GO:0006022	aminoglycan metabolic process	63/4942	172/18866	0.0016012460821886497	0.027828107315455968	0.022396602671925565	8509/11046/9334/9348/6483/1462/10082/10057/6383/79586/50515/54928/9806/83539/84068/1463/4969/63827/26229/2720/8704/960/3340/9653/1213/64131/1116/5292/1118/92126/54982/2651/284/60495/54480/8706/2132/93010/2296/2588/10331/11261/6448/57214/6385/90161/3038/23169/3697/7358/22856/8702/10855/347365/3600/9953/2331/51363/10317/1950/2262/2247/57115	63
BP	GO:0043484	regulation of RNA splicing	58/4942	156/18866	0.001607316981370956	0.027858724623493914	0.02242124407765383	6427/282996/2334/55796/9991/10658/4857/3181/23543/26528/51341/54407/6433/10179/3192/51755/10772/4858/1859/3178/10150/64863/6651/60677/55544/9444/9589/5978/54033/140890/6432/3190/10181/2926/57716/60680/221662/10284/4154/7536/27339/6431/8087/6732/7072/2332/5725/10659/1198/84530/55696/8227/54715/54845/10922/23210/9588/91746	58
BP	GO:0005976	polysaccharide metabolic process	44/4942	112/18866	0.0016271165573674888	0.028051489449015504	0.022576384962996483	5167/8509/9334/9348/3643/3479/5255/5500/178/5501/5499/5502/3572/3953/3340/9653/1213/9852/283209/3667/1118/2932/2998/5261/51763/53632/8706/2132/80183/93010/10331/5836/2548/7360/5504/3038/8660/5236/2632/2992/10690/10317/1950/3481	44
BP	GO:0046822	regulation of nucleocytoplasmic transport	44/4942	112/18866	0.0016271165573674888	0.028051489449015504	0.022576384962996483	11052/5569/54439/948/8536/3843/4763/2316/5501/51547/6608/3458/1432/6934/3728/7531/5663/1894/29969/22916/580/3952/2932/7545/284/10411/652/5781/5494/3059/4659/11261/4193/57510/5594/9972/57187/57506/51277/55696/4088/5784/186/5743	44
BP	GO:0006857	oligopeptide transport	8/4942	11/18866	0.0016522202126968443	0.028408520412460368	0.022863730434939812	65010/64849/23657/1015/4363/6565/121260/9368	8
BP	GO:0052126	movement in host environment	62/4942	169/18866	0.0016591985723883684	0.02845283493498886	0.022899395625619726	9525/9213/1969/83737/1605/1803/9798/5818/949/3123/857/5819/10332/290/950/8724/5034/1525/3839/920/7037/7251/79720/6993/2993/9218/7852/30835/975/81607/5987/858/7879/5245/4340/2060/4684/3693/867/4233/53840/3685/128866/1956/9830/9972/10346/8519/10206/5478/3694/91392/6614/7113/3921/1949/5371/3416/1604/85363/51652/9080	62
BP	GO:0045927	positive regulation of growth	94/4942	274/18866	0.0016743074209086381	0.028635972159191392	0.023046788029939844	10507/10038/5716/9175/51616/4208/9798/3643/57698/4131/2263/1946/5629/5048/2066/57154/387/3020/2692/1457/3479/2307/1954/659/25836/2690/3021/6195/54617/6197/22902/7046/6387/5458/6608/1432/10409/8482/23180/84861/7049/1826/1906/7852/1443/2803/2064/5454/1435/32/23414/3952/5292/5071/55636/27185/8153/3142/6422/6386/5058/3516/23394/23404/51176/23327/6857/3484/29842/5594/1956/1982/29104/7490/825/2185/10591/11116/5357/4534/9647/7224/1385/6910/81565/8766/285590/9037/5591/127833/2247/3481/9373/4092	94
BP	GO:0019233	sensory perception of pain	42/4942	106/18866	0.001690297054922157	0.02881051601879471	0.023187264327089552	4204/2903/6323/1312/3736/1268/7345/60675/796/5724/3218/2534/10893/6387/4692/85446/409/4311/1906/7852/1740/4986/4886/4988/2911/784/3586/55107/151647/5025/116/7432/5594/55800/2902/57555/59344/1137/55/1910/5743/3231	42
BP	GO:1905475	regulation of protein localization to membrane	70/4942	195/18866	0.0016934255355208028	0.02881051601879471	0.023187264327089552	56246/1969/1605/10082/10971/4038/5534/7161/57120/7159/2534/125170/388336/55625/11079/3458/5584/367/60/5621/391/5599/163/64114/7531/23657/7124/26060/975/637/382/2064/1213/3208/1201/5906/8301/3753/1869/8500/9495/784/5071/51763/729956/5058/22841/5525/6845/11261/2042/23096/57214/1956/57628/8650/3767/9912/1739/493/3799/25999/5357/6711/6769/8766/5533/65267/7529/2262	70
BP	GO:1903902	positive regulation of viral life cycle	27/4942	61/18866	0.0016979148784290402	0.028811075299327416	0.0231877144469533	9525/10450/23633/3123/5034/51495/920/7251/10465/79720/26986/9218/7153/64710/858/23367/7155/6732/9217/2332/128866/5478/91392/7113/2494/51652/940	27
BP	GO:0048489	synaptic vesicle transport	21/4942	44/18866	0.0017289467569798435	0.029208781766373947	0.023507796356280607	22871/80128/26052/26985/3798/8867/4133/8120/9892/388552/1759/3800/8301/84062/5071/8546/5864/5873/55330/3799/26258	21
BP	GO:0043547	positive regulation of GTPase activity	133/4942	406/18866	0.0017303887728571108	0.029208781766373947	0.023507796356280607	90627/10507/9882/7481/10563/1969/5999/23216/9098/6346/84986/79874/28964/7813/116983/57514/112574/141/29127/158763/394/9515/55188/10483/29/65078/10982/8502/8831/26037/4763/254272/51495/1857/8853/9824/343578/391/1398/54206/10144/57148/117289/663/1236/23061/163486/51306/51291/84079/1894/143872/9779/2064/858/3267/5906/94134/8301/192111/4739/51735/2932/23232/6251/79735/3268/253959/57186/57569/5910/10411/79658/57679/23329/6422/11033/3993/9743/22841/7474/9693/1123/23161/7074/2776/55789/9459/84144/8601/6000/116/374403/23094/79890/1983/10484/4952/64786/3655/10395/57589/92154/54361/23108/55635/54885/26286/2185/9912/408/50807/23092/9681/9639/1122/4649/125058/5923/8490/9905/1794/3725/81565/6356/5922/2889/8477/10681/57465/57568/23365/55854	133
BP	GO:0003002	regionalization	118/4942	355/18866	0.0017369386405864141	0.029242990394247832	0.0235353281261476	56998/3955/7481/28996/286204/60529/3223/9839/5087/79191/4208/2246/92/10959/6092/23322/4038/2263/7479/2016/57453/55079/8854/3216/4087/1954/659/2018/3218/4089/4222/9355/7046/55502/80055/4223/6608/5992/4681/658/5362/10409/5100/367/3221/3201/4300/7547/5663/1906/6045/2926/79600/23432/3236/2668/1952/64853/7026/429/4488/3219/6496/2297/1745/5125/5081/8553/6422/57669/652/79659/3239/3516/3235/6926/57534/1044/51176/92344/7474/5080/2296/7832/56983/8928/10736/56033/9350/5567/10655/1482/7490/3232/5727/10220/4088/648/3280/79971/10006/4853/22856/204851/23237/3224/64321/3199/22823/5591/10370/3237/5075/3215/10683/4760/23509/54475	118
BP	GO:0036503	ERAD pathway	40/4942	100/18866	0.0017463901684473169	0.029325746594836118	0.023601931927915484	9695/84447/11253/91445/6400/857/282679/202052/11160/55666/57333/80267/81502/51136/27248/55432/55139/4287/7327/55298/5071/79089/80343/54788/9354/93611/29979/79982/7353/10869/29954/10206/10299/79139/126433/337867/51465/84236/4189/57003	40
BP	GO:0030516	regulation of axon extension	39/4942	97/18866	0.0017709583167134172	0.02945803541557989	0.023708400546946944	10507/9175/80031/57698/4131/10505/54910/5048/80128/1808/57556/7143/1954/659/65078/10509/22902/6387/5458/8482/4897/4133/91584/1826/2803/2932/27185/5058/23394/7474/9723/7224/134430/6049/81565/8766/54437/9037/2017	39
BP	GO:0120162	positive regulation of cold-induced thermogenesis	39/4942	97/18866	0.0017709583167134172	0.02945803541557989	0.023708400546946944	3662/64641/6319/5618/857/43/26580/79071/5565/948/2887/324/2104/79602/3953/133522/1734/7852/51094/2827/9370/5564/3952/1240/10891/3596/63976/8929/2628/116/23135/3566/10400/51087/55818/23175/2180/7253/6588	39
BP	GO:0051384	response to glucocorticoid	55/4942	147/18866	0.001772494319669076	0.02945803541557989	0.023708400546946944	3176/306/2056/387/114907/5111/1978/2692/153222/5724/3192/6781/178/842/358/54206/2720/6678/133522/799/7332/5069/5978/1906/7124/3845/2322/3284/1244/10018/678/490/1789/9370/836/687/2908/3586/8754/8061/808/11214/116/1956/8837/2353/21/2660/7023/186/1515/6586/5743/3651/1373	55
BP	GO:0055123	digestive system development	55/4942	147/18866	0.001772494319669076	0.02945803541557989	0.023708400546946944	7481/60529/639/3643/2263/8854/4087/1954/6664/25836/6729/6608/3572/7547/7124/55212/159296/79633/6425/5925/429/51339/64220/6943/5125/3142/6422/57669/652/6299/3239/6293/7474/348093/10736/56033/27031/1543/1956/2300/286451/100/4088/9026/3280/79971/25803/64321/1910/3651/56913/1373/51208/3481/93649	55
BP	GO:0031060	regulation of histone methylation	29/4942	67/18866	0.0017791901764729551	0.02949349869460937	0.023736942084496133	4204/54623/4297/55904/4089/23476/9555/9646/80854/57343/140690/672/4524/1789/23411/5081/10782/2672/56254/11091/2625/55170/55693/546/55818/80312/22823/4602/5252	29
BP	GO:0033673	negative regulation of kinase activity	92/4942	268/18866	0.0018216478853289812	0.030032765593377093	0.02417095458591818	4878/7453/84313/5999/10019/7128/5569/11221/80851/122809/7345/857/64793/200734/1030/1029/5771/5788/1353/1845/2764/3192/3843/324/140775/4763/10454/11122/3458/5770/25937/7251/28951/135/54206/5794/9555/5663/1849/6653/26524/5987/90007/5787/64853/5925/9370/7026/22843/25998/836/5573/84062/23411/4298/5071/51763/5062/867/6422/81848/652/5859/57761/5525/2776/58533/634/11261/9711/54900/8660/152559/7016/51527/11116/868/5576/84959/1852/2660/7023/3315/9647/6622/80824/26191/55450/4771/84335/10221/93649	92
BP	GO:0070371	ERK1 and ERK2 cascade	109/4942	325/18866	0.0018225708102228657	0.030032765593377093	0.02417095458591818	9258/1969/6346/57053/11221/2056/27020/2263/3123/2066/5609/7786/200734/3976/8661/57556/3479/5771/5788/1845/128239/50507/148/948/5908/4089/920/246/2045/5770/8482/57447/54206/799/1236/8792/1490/409/960/152110/55294/222166/7124/9590/1436/55885/2064/5734/55801/5906/678/4988/25778/5245/9370/3358/5345/1116/255743/2651/284/168667/6662/81848/652/5781/114609/2243/9693/7074/2324/634/116/27202/374403/5578/7010/177/3685/81610/5594/10385/1956/8837/51277/2185/388121/408/1739/152007/55333/467/1852/5151/4853/5314/388325/26191/3725/80310/9368/140885/55450/6356/2889/1950/2247/64127/9464	109
BP	GO:0072078	nephron tubule morphogenesis	31/4942	73/18866	0.0018256576764419485	0.030032765593377093	0.02417095458591818	56998/7481/5087/79191/2246/4089/6608/79633/2668/30812/9500/2297/255743/6943/6662/652/6299/342184/10736/2625/80000/54361/7490/1739/5727/26249/3280/186/3237/2247/51804	31
BP	GO:0110110	positive regulation of animal organ morphogenesis	35/4942	85/18866	0.001836608633004655	0.030136230488261664	0.024254225148121852	7481/7128/2246/947/6092/2263/93986/3976/2252/4089/7046/6608/10409/367/7421/1906/2668/30812/9500/1435/5292/6431/6662/652/3516/7474/2625/54361/8837/7490/7291/186/10117/9464/51804	35
BP	GO:0007032	endosome organization	33/4942	79/18866	0.0018430169057857661	0.030164821002291082	0.02427723535056374	9525/84313/23325/9798/55048/950/282679/8724/8867/5869/7251/79720/9146/55300/1759/7879/356/5071/57679/55004/26276/10228/5873/128866/84376/149371/57403/55361/8766/55353/51534/91782/51652	33
BP	GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	15/4942	28/18866	0.0018547656034389305	0.03025996293719168	0.024353807432497005	30846/8521/8536/1432/8740/4656/9750/575/10411/8754/10938/3566/4283/4773/824	15
BP	GO:0045444	fat cell differentiation	82/4942	235/18866	0.0018628716549114134	0.03025996293719168	0.024353807432497005	64641/5167/144404/4320/7204/5696/252995/11221/6095/6272/25946/51320/222008/8800/26580/51341/27241/6239/25836/3192/51752/168455/1432/114882/25937/6934/28951/1734/4151/862/79969/7124/65989/55212/55885/169200/7480/30812/678/1869/129685/9370/3358/23414/3952/4488/1240/5292/23411/114885/10891/6422/4329/57761/63976/8091/7474/7041/8013/1389/2625/10124/22933/3655/2487/4088/59344/84159/3280/22852/25999/85329/9580/6789/221395/55252/4023/1385/285590/6783/5743/84935	82
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	82/4942	235/18866	0.0018628716549114134	0.03025996293719168	0.024353807432497005	51571/27177/2526/7292/1803/5879/2113/11221/10326/2056/79679/6541/11148/387/10288/857/5724/3479/5788/2534/64115/920/2529/3458/7037/604/3572/8740/2319/10725/1236/960/7124/6666/30835/6659/975/64332/283234/865/3707/7525/3952/5970/50943/5062/3142/5058/5781/57178/8546/51176/9840/3932/29126/3566/8013/2625/177/864/10385/8631/3113/100/3592/3280/3654/55423/961/9580/26191/3600/140885/9093/1949/5063/4602/1604/3481/64127/151888/940	82
BP	GO:0051701	interaction with host	75/4942	212/18866	0.0018712286225317	0.0303082022016416	0.02439263133190286	9525/9213/28996/80145/1969/83737/1605/3840/1803/9798/3643/5818/23633/949/3123/1667/857/5819/10332/290/8563/950/8724/5034/1525/3839/920/7037/7251/79720/6993/2993/9218/7852/30835/975/81607/5987/858/7879/79228/10018/5245/4340/3836/2060/4684/3693/867/9217/4233/53840/3685/128866/1956/9830/9972/10346/57187/8519/10206/5478/3694/91392/6614/7113/3921/5610/1949/5371/3416/1604/85363/51652/9080	75
BP	GO:0035330	regulation of hippo signaling	11/4942	18/18866	0.001875217460271715	0.0303082022016416	0.02439263133190286	9231/6664/80014/79817/1432/79981/55841/4140/29970/4771/100505385	11
BP	GO:2000310	regulation of NMDA receptor activity	18/4942	36/18866	0.0018859275716277596	0.030365134812436894	0.02443845180573543	22871/2903/2892/4208/1742/57554/6536/3458/1740/4988/10891/88/2902/2185/1739/2893/5923/1612	18
BP	GO:0032355	response to estradiol	53/4942	141/18866	0.0018881336727918996	0.030365134812436894	0.02443845180573543	9131/2101/2686/4131/2113/4152/7479/5111/8854/811/8932/6529/8204/8648/6774/84660/842/920/5458/847/1490/4656/890/10266/4324/1244/10018/5932/1789/7026/3952/4488/836/1728/9612/8202/80139/10891/3586/3248/6422/5737/1956/7035/3767/8837/5727/599/2099/8886/6532/5743/6751	53
BP	GO:0043271	negative regulation of ion transport	58/4942	157/18866	0.0019079879050973884	0.030532529223897566	0.024573174087796745	9446/5999/5350/2946/10971/2056/23208/1268/10288/857/144453/5270/2824/2564/57120/54899/817/6536/6781/2281/1815/375611/51719/7531/2257/22925/5987/23704/91404/3753/3952/54106/18/784/51763/2332/808/23327/116/29979/88/7432/8660/2185/4544/6406/7291/186/6622/9368/2669/5593/65267/10105/10681/23630/5743/6588	58
BP	GO:0051017	actin filament bundle assembly	58/4942	157/18866	0.0019079879050973884	0.030532529223897566	0.024573174087796745	7481/5879/55604/10391/10163/387/56907/50507/2316/7046/5829/10174/9530/1490/119/5217/79933/5734/4082/8500/4739/5345/22843/3693/7168/5071/51763/5062/10411/6422/55704/5058/8452/55607/4233/3925/10395/6385/54361/2185/408/7016/4088/57026/5341/9639/5357/120/961/3397/6093/51466/9647/4771/51474/285590/8477/23075	58
BP	GO:0019216	regulation of lipid metabolic process	140/4942	431/18866	0.0019210531415568197	0.030665700148555162	0.0246803526412355	57406/23541/8525/80205/255919/2246/949/80025/219743/6319/114294/6095/5629/1268/122809/1581/9971/857/6667/6901/215/8800/26580/7108/5465/79071/8776/11160/5565/8648/948/5660/23533/1958/10999/4779/427/930/3458/10577/79602/338442/23409/134429/1236/8897/5978/7421/9555/254013/55294/7124/157506/8721/6653/975/57546/29841/1374/1387/5934/51094/2322/55626/672/30849/9390/27242/5925/64919/2954/7536/3667/32/9370/3358/3952/23411/9612/2672/10891/22937/60343/3248/7296/6662/142891/57761/55004/10499/80183/10269/5525/1181/5563/634/8013/1389/7010/8720/1543/4862/2046/8398/9711/5587/3417/4047/1019/8660/2274/54361/2185/388121/80207/11218/19/3992/9563/9926/2180/23054/85329/64788/7291/221395/51360/1385/8611/185/9611/5743/1717/85414/824/2222/2247/13/64127/27122	140
BP	GO:0009306	protein secretion	149/4942	462/18866	0.0019332213958134512	0.03078393183234966	0.024775507802711663	64285/63941/8609/3790/9545/379/7292/1803/947/5879/775/4074/2044/51762/23208/6400/3123/1946/1268/5048/5991/9971/43/5127/6558/4087/3479/4628/84522/4253/9515/3567/6288/2281/5715/55204/1815/5660/57333/818/10802/25874/7100/9734/3458/25924/3747/6934/338442/5865/135/23409/5452/5532/64840/415116/23705/5978/5208/7124/3709/388552/6653/6659/153339/51092/2029/1374/382/5872/11146/27236/5734/27445/90007/55801/113277/5906/115827/4988/3667/3952/54106/18/6833/90550/50943/5071/5125/3586/777/10411/6422/6992/8754/3596/3993/55107/84830/5781/22841/5864/2243/93978/7074/116/5530/5578/25807/6566/7432/2213/869/10385/8398/1956/8660/821/3767/26286/5478/408/2615/374969/57555/5894/5341/4544/3592/3799/8938/79971/375056/64788/322/4644/186/10890/192683/9501/291/55088/776/3651/64693/4760/64127/130399/93145	149
BP	GO:0003283	atrial septum development	13/4942	23/18866	0.001966172574169302	0.031162451243786752	0.025080147596049644	7481/659/4194/6608/6659/287/7474/7468/4193/27031/1482/4853/6910	13
BP	GO:0042176	regulation of protein catabolic process	130/4942	397/18866	0.001966632653900231	0.031162451243786752	0.025080147596049644	9695/23640/64285/2903/28996/83737/4947/5716/7128/2043/91445/7874/80762/5601/122809/57154/857/10425/1457/5707/3084/9781/5270/282679/25976/2534/324/8724/2316/9870/10197/25898/4194/51136/27248/55432/4779/3458/5045/5701/2905/28951/23077/9146/51377/3093/5663/55294/7124/25897/255488/55743/6653/55212/975/4287/11146/135644/139285/7879/7327/7480/64844/160418/54583/6811/5245/575/140456/580/1453/5970/51339/2932/5071/4478/27185/3586/56893/6662/6386/8754/10193/57761/154214/2332/7474/1942/4248/863/6599/23327/144165/127544/29979/4193/51582/10769/25807/22933/81610/7133/7432/10869/1956/57589/166979/29843/2185/8450/4088/5704/337867/9604/4534/6093/51465/7110/64321/6622/55353/1950/5371/152503/3416/26259/2768/1075/10221/4092	130
BP	GO:0048638	regulation of developmental growth	117/4942	353/18866	0.0020228792549931355	0.03192083665127656	0.025690510940246686	80351/10507/5999/10038/9175/80031/4208/9798/3643/8879/57698/4131/10505/11221/54910/2263/1946/5629/5048/2066/80128/57154/1808/2692/57556/7143/3479/7161/2307/1954/659/5465/65078/80014/25836/2690/6774/1525/1630/10509/22902/7046/6387/5458/6608/2045/1432/10409/8455/8482/4897/367/4133/7049/91584/1826/1906/7852/2803/26524/4886/5454/10018/1435/32/23414/3952/5292/2932/5071/55636/27185/55841/8153/3142/6422/652/5058/3516/23394/10269/7474/2296/23327/6857/5594/1019/1482/7490/825/5727/5357/1852/2660/6789/4534/9723/6532/7224/134430/1385/6049/6910/81565/8766/54437/285590/9037/5591/84944/2017/127833/2247/3481/9373/4092/51804	117
BP	GO:1904951	positive regulation of establishment of protein localization	122/4942	370/18866	0.0020243686043346313	0.03192083665127656	0.025690510940246686	10694/9695/7323/4947/7292/7203/947/5879/8314/10971/10391/3123/9971/10425/43/5534/3479/4628/7161/3567/7159/6288/2534/125170/79899/8536/3843/5715/2316/55204/22902/56681/1736/10802/25874/6608/26229/3458/1432/25924/6934/5621/7251/338442/54741/5599/135/3728/5532/59286/7332/23705/7531/5663/55294/5208/7124/161291/6653/6659/975/1894/637/382/2064/11146/3208/5734/55801/1201/1869/10055/3952/80184/6844/18/9495/2932/7545/90550/784/3586/10411/8754/3596/55107/5058/5494/3059/2243/93978/9777/22885/11261/4193/22948/5594/89866/57214/8398/1956/51128/8660/57506/5478/408/55696/4088/57555/3799/8938/79971/322/186/192683/9501/5533/55754/5743/3651/7529/8934	122
BP	GO:0072009	nephron epithelium development	43/4942	110/18866	0.002043806553890644	0.032148927909739694	0.025874083226742096	56998/6772/7481/5087/79191/4208/2246/947/7369/3976/282679/4089/6608/10409/25937/79633/2668/30812/9500/9370/2297/255743/6943/6662/652/6299/342184/2296/10736/2625/80000/9788/54361/7490/1739/5727/26249/3280/4853/186/3237/2247/51804	43
BP	GO:0018212	peptidyl-tyrosine modification	124/4942	377/18866	0.0020651527410148357	0.03227100951734438	0.025972336881871335	10507/57826/84313/28996/1272/1969/7465/10019/1795/3643/2043/26228/2044/80851/4038/4915/2056/2263/1946/2066/122809/7039/5609/2202/5618/857/3976/3084/2252/284656/1742/3479/5771/5788/50507/148/3567/3570/2534/2690/6774/948/1859/253260/920/2045/3458/5770/3572/5621/7251/27/54206/4058/409/3702/960/2074/5663/55294/7124/1443/975/1436/54625/2064/2322/3055/25778/199731/9370/7525/4739/3952/25998/85480/284/5062/867/6422/3596/5781/116379/3059/23394/9181/1942/4233/10188/2324/6416/9031/3932/1198/58533/7010/2042/2046/1956/10456/2185/7016/11116/868/2242/3592/3280/10006/3263/204851/6503/7297/2065/11009/10645/80310/3600/2241/5610/4771/1489/1950/3481/5756	124
BP	GO:0018023	peptidyl-lysine trimethylation	24/4942	53/18866	0.002066542604822981	0.03227100951734438	0.025972336881871335	4204/6839/84787/55209/4297/79609/8085/54790/55904/23476/84193/51742/9739/254013/9646/57343/23411/10782/200424/5926/79723/55693/546/11137	24
BP	GO:0045661	regulation of myoblast differentiation	24/4942	53/18866	0.002066542604822981	0.03227100951734438	0.025972336881871335	79647/55796/4208/27231/1432/8740/2319/4656/7124/9750/4217/221662/30812/694/3399/6662/652/6926/144165/4283/825/91653/2660/93649	24
BP	GO:0034205	amyloid-beta formation	19/4942	39/18866	0.0020977501373519855	0.03267940876621828	0.02630102455023681	2043/4915/114134/6667/3479/1859/3458/5621/5663/7124/6653/8301/5970/836/1942/9001/6093/23385/10972	19
BP	GO:0051656	establishment of organelle localization	140/4942	432/18866	0.0021188279773516443	0.03287910361612319	0.02646174285415344	4878/22871/9525/9371/1639/4131/9787/10959/23208/283489/5048/7039/7345/80128/23243/5819/56907/1060/5861/10128/23299/4628/26052/8976/23095/3064/434/146439/3162/122553/26985/3192/3798/8832/3998/56681/9846/10802/4139/10652/6585/8867/4133/22906/89941/6993/64689/8120/9892/90411/1294/51134/5663/388552/1759/55212/10282/3800/23353/7879/1201/83540/8301/54732/6811/64149/1453/8615/2207/84062/5071/7013/867/3596/9638/3993/10494/8452/8546/5864/9181/8723/6845/5080/117583/10749/8499/55288/79443/1063/55291/3566/8013/10484/10096/81610/57102/5873/89866/128866/5874/51128/84376/26286/3619/1739/8379/6059/284071/55860/2242/11127/9321/55330/3799/9001/357/92558/137886/8697/7320/55153/51203/4644/9527/26258/8678/9368/81565/2241/10427/8766/10972/55088/2669/91782/387755/23291/55166/1075	140
BP	GO:0005996	monosaccharide metabolic process	100/4942	296/18866	0.002120740326051565	0.03287910361612319	0.02646174285415344	5167/2528/9446/2526/4190/57001/3643/7355/6095/7874/10776/8277/3479/5771/1353/1528/5465/3098/5500/283871/132158/282969/5499/5315/3175/51547/4779/2529/1432/3487/3953/2530/2720/5373/1390/5208/7124/83667/1407/1374/51094/4886/79799/23324/90007/9852/283209/10447/729020/2582/3667/32/23275/9370/3952/2932/23411/5071/7391/5261/51763/6120/10891/60343/10499/80183/10269/11091/83440/2548/2584/4191/84912/1727/8660/3767/5236/8604/3099/229/467/9563/226/2203/7363/10165/2523/57486/55347/9942/10690/51363/23516/3651/85414/26007/2026/3481/23509/2023	100
BP	GO:0009895	negative regulation of catabolic process	108/4942	323/18866	0.002132599128456297	0.03298385972600469	0.02654605261133084	23049/90427/2903/28996/4170/55603/2043/1994/7874/1268/1457/3084/10128/5270/26580/282679/5465/148/3162/2534/6774/3192/140775/8724/2316/79048/55625/1736/4194/27248/55432/1432/5045/2905/338442/84861/23077/3953/26986/51377/254013/4656/5663/7124/84749/1996/6653/10642/135644/221662/7327/2668/23367/64844/1869/32/5245/575/3952/5970/9682/5317/10891/3586/56893/6386/9638/80317/10193/4904/114609/2332/1942/4233/4248/863/6599/51582/22933/7432/10869/128866/1956/9711/1982/57589/29843/10135/4088/284071/8604/92345/493/337867/4534/6093/51465/2203/6622/169966/26191/23118/55353/9611/9637/5371/166863/10605	108
BP	GO:0086002	cardiac muscle cell action potential involved in contraction	25/4942	56/18866	0.00214732372314455	0.03313233381892486	0.026665547452590154	6323/775/6327/857/3752/10052/6330/2316/3728/2257/287/23704/3753/23171/23327/6331/55800/8913/1739/3760/1832/783/23630/776/3764	25
BP	GO:0051480	regulation of cytosolic calcium ion concentration	118/4942	357/18866	0.0021593957120383477	0.03323926971030457	0.026751611540364793	578/2903/2782/10563/9446/5350/2946/6346/491/775/57053/2056/387129/27020/1268/159371/60675/857/25769/796/10161/1742/89869/2785/5788/2359/148/3064/6288/2534/948/817/2281/10800/2280/1238/1909/920/930/2905/5621/27/5030/799/1236/7531/1906/7852/3709/5745/2846/666/169200/2840/5734/858/287/3062/84502/1201/490/130733/10803/79608/3358/25998/1240/356/2911/784/55636/56302/1756/3596/492/7474/6543/808/3932/5025/116/27202/286530/3685/5737/57214/8398/57190/56704/4283/2902/825/2185/4088/2843/2099/4544/84959/931/493/9001/27112/4644/55283/1910/6622/7224/23413/185/10663/783/8477/7222/776/5371/23075/2247/1604	118
BP	GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	16/4942	31/18866	0.0021945570080526278	0.03370026379349225	0.027122628555579793	23369/9958/26065/55666/9698/6397/23586/5245/329/26057/7353/7105/81570/54941/8780/26007	16
BP	GO:0071385	cellular response to glucocorticoid stimulus	26/4942	59/18866	0.002213602625206512	0.033838278340750226	0.027233705350808542	114907/1978/153222/3192/6781/842/358/54206/7332/5978/1906/2322/1244/10018/678/490/1789/687/2908/11214/116/1956/8837/2660/7023/186	26
BP	GO:0048639	positive regulation of developmental growth	67/4942	187/18866	0.002214012643176697	0.033838278340750226	0.027233705350808542	10507/10038/9175/4208/9798/3643/57698/4131/2263/1946/5629/5048/2066/57154/2692/3479/2307/1954/659/25836/2690/22902/6387/5458/6608/1432/10409/8482/7049/1826/1906/7852/2803/5454/1435/32/23414/3952/5292/5071/55636/27185/8153/3142/5058/3516/23394/23327/6857/5594/7490/825/5357/4534/7224/1385/6910/81565/8766/285590/9037/5591/127833/2247/3481/9373/4092	67
BP	GO:0051668	localization within membrane	38/4942	95/18866	0.0022438723931071723	0.03407511771021413	0.027424318287391784	22871/5879/4038/1742/5861/5788/57554/10483/10368/388336/8831/2316/9378/11079/56681/10802/23180/2119/1012/23657/975/1740/729956/22937/2901/2898/10484/1739/55333/59283/51308/375056/25956/1794/10427/9093/2743/6249	38
BP	GO:0030217	T cell differentiation	87/4942	253/18866	0.0022494152647639497	0.03407511771021413	0.027424318287391784	3955/3662/27177/1021/639/7292/246778/11221/6095/387/10288/10875/5771/5788/27086/6774/5660/1958/64115/920/915/2529/3458/604/860/149041/6935/285282/3953/5532/1236/3702/338339/6666/8456/6659/159296/64332/3111/2064/122706/5734/64919/678/865/3707/10803/3952/2207/6304/50943/55636/387357/9760/3142/652/57178/8546/6670/51176/9840/3932/3566/2625/864/10385/54361/100/3592/10945/5316/9580/944/4773/1794/26191/3600/26279/9093/6693/5591/5075/4602/23210/653519/4092/940	87
BP	GO:0051222	positive regulation of protein transport	117/4942	354/18866	0.0022540296701794066	0.03407511771021413	0.027424318287391784	9695/7323/4947/7292/947/5879/8314/10971/3123/9971/10425/43/5534/3479/4628/7161/3567/7159/6288/2534/125170/79899/8536/3843/5715/2316/55204/22902/56681/10802/25874/6608/26229/3458/1432/25924/6934/5621/7251/338442/54741/5599/135/3728/5532/59286/7332/23705/7531/5663/55294/5208/7124/161291/6653/6659/975/1894/637/382/2064/11146/3208/5734/55801/1201/1869/10055/3952/80184/6844/18/9495/2932/7545/90550/784/3586/10411/8754/3596/55107/5058/5494/3059/2243/93978/9777/22885/11261/4193/5594/89866/57214/8398/1956/51128/8660/57506/5478/408/55696/4088/57555/3799/8938/79971/322/186/192683/9501/5533/55754/5743/3651/7529/8934	117
