ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050673	epithelial cell proliferation	35/811	453/18866	6.198631205022231e-4	0.028547824448817982	0.024483246381980617	8573/1021/4763/154791/1028/282679/2247/11235/55294/4208/8945/51384/2099/405/89780/3549/51804/7049/599/5268/4781/4893/8549/5228/4853/1750/5728/93986/659/8862/92/55081/55366/2252/5797	35
BP	GO:0021953	central nervous system neuron differentiation	19/811	192/18866	6.370092797563904e-4	0.029070787130700722	0.02493175075792954	6299/81565/9201/51684/89780/2560/7832/3251/4781/6095/23314/57731/4915/7080/1812/5728/3236/3226/6092	19
BP	GO:0008406	gonad development	21/811	223/18866	6.542192564972217e-4	0.029587213221766242	0.025374649208853836	152006/23414/192670/116/6299/2099/51804/599/1471/5926/2620/8204/7080/59338/8648/4036/92/157506/2296/1495/6092	21
BP	GO:0021766	hippocampus development	11/811	81/18866	6.72535326796047e-4	0.029847725300198098	0.02559807013583775	1021/89780/51176/8851/7832/7080/1812/5728/8648/2145/2044	11
BP	GO:0043266	regulation of potassium ion transport	13/811	107/18866	6.755736985731355e-4	0.029847725300198098	0.02559807013583775	51719/116/4842/482/288/5999/3356/65125/859/1812/5728/30820/57463	13
BP	GO:0033522	histone H2A ubiquitination	6/811	26/18866	6.811018189250359e-4	0.029847725300198098	0.02559807013583775	84333/9025/7319/8450/7703/648	6
BP	GO:0060349	bone morphogenesis	12/811	94/18866	6.880862570568877e-4	0.029847725300198098	0.02559807013583775	8313/4209/4208/3549/7048/6781/10498/55512/8817/659/2296/389058	12
BP	GO:0061371	determination of heart left/right asymmetry	10/811	69/18866	6.956541554030234e-4	0.029847725300198098	0.02559807013583775	51684/4208/57534/89780/3549/28514/4853/7048/55081/10959	10
BP	GO:0071230	cellular response to amino acid stimulus	10/811	69/18866	6.956541554030234e-4	0.029847725300198098	0.02559807013583775	22849/23677/599/64121/4915/3843/8649/2742/26012/57463	10
BP	GO:0018205	peptidyl-lysine modification	32/811	405/18866	7.175898889642246e-4	0.030324283172338103	0.02600677671940928	10762/55870/7468/402569/26147/4842/51230/405/7552/93624/6877/8473/51176/6879/6885/5926/10054/4602/22823/80218/8648/2145/23408/23512/54790/7703/57673/23067/26276/51504/6883/11107	32
BP	GO:0150063	visual system development	31/811	388/18866	7.188425692247479e-4	0.030324283172338103	0.02600677671940928	93/4763/10586/2247/51384/627/5818/3549/60436/28514/1471/340273/23554/23322/4915/5979/775/4853/7048/84287/2202/5458/93986/9927/659/157506/7068/2296/22926/5090/5797	31
BP	GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	21/811	225/18866	7.347505791896463e-4	0.03063682553264497	0.026274819968236097	9683/282679/54467/55294/27351/51684/8945/1855/8473/6386/10425/51465/210/9113/6815/859/5728/1452/10956/127544/5701	21
BP	GO:0002062	chondrocyte differentiation	13/811	108/18866	7.384573484960242e-4	0.03063682553264497	0.026274819968236097	8313/4209/4208/5741/50515/3549/4781/7048/55553/2202/55512/8817/659	13
BP	GO:0021954	central nervous system neuron development	11/811	82/18866	7.471490055758448e-4	0.030743344327792962	0.026366172845601426	81565/9201/2560/7832/3251/4781/57731/4915/1812/5728/6092	11
BP	GO:0061326	renal tubule development	12/811	95/18866	7.574029191526035e-4	0.030911891497122517	0.026510722630159595	282679/2247/6299/7369/4208/51804/28514/8549/5228/4853/79633/55366	12
BP	GO:0048339	paraxial mesoderm development	5/811	18/18866	7.780846699767012e-4	0.03149987938131484	0.02701499405946272	89780/4087/56983/51176/2296	5
BP	GO:0016050	vesicle organization	28/811	340/18866	8.038072396940469e-4	0.03228089874611292	0.027684813560830756	3267/282679/5537/8867/23325/10451/8724/9847/81876/6843/8674/112476/6386/149111/29916/6399/137492/23176/54874/58485/1742/10228/9519/1182/90411/10959/26276/23023	28
BP	GO:0035249	synaptic transmission, glutamatergic	12/811	96/18866	8.324598774941827e-4	0.033166258611276166	0.028444117785724372	4763/116/4208/9378/3356/2917/149111/9162/1812/5021/6509/4887	12
BP	GO:0048703	embryonic viscerocranium morphogenesis	4/811	11/18866	8.77791683846282e-4	0.034124759814153714	0.02926614964141093	4208/50515/3340/157506	4
BP	GO:0061085	regulation of histone H3-K27 methylation	4/811	11/18866	8.77791683846282e-4	0.034124759814153714	0.02926614964141093	402569/26147/8473/22823	4
BP	GO:0007611	learning or memory	23/811	260/18866	8.837089194900365e-4	0.034124759814153714	0.02926614964141093	4763/22849/8867/6326/4208/627/9378/7832/51247/3356/4915/9162/10097/23236/1812/5728/90410/23259/93986/1742/5021/6543/577	23
BP	GO:1903362	regulation of cellular protein catabolic process	23/811	260/18866	8.837089194900365e-4	0.034124759814153714	0.02926614964141093	9683/282679/54467/55294/27351/51684/8945/1855/139285/8473/6386/10425/51465/210/9113/6815/859/5728/4036/1452/10956/127544/5701	23
BP	GO:0051648	vesicle localization	21/811	229/18866	9.218185205554301e-4	0.03488076111700954	0.029914513098882167	5537/8867/81565/3800/81876/3798/9493/79953/1780/149111/6399/9371/54874/58485/5728/90411/10959/23122/26276/27253/5413	21
BP	GO:0016574	histone ubiquitination	8/811	48/18866	9.231605724758219e-4	0.03488076111700954	0.029914513098882167	84333/9025/23512/7319/8450/7703/648/10075	8
BP	GO:0048880	sensory system development	31/811	394/18866	9.241317188371054e-4	0.03488076111700954	0.029914513098882167	93/4763/10586/2247/51384/627/5818/3549/60436/28514/1471/340273/23554/23322/4915/5979/775/4853/7048/84287/2202/5458/93986/9927/659/157506/7068/2296/22926/5090/5797	31
BP	GO:0061458	reproductive system development	34/811	447/18866	9.656382643972857e-4	0.03609143781363967	0.03095281624193463	152006/23414/192670/116/6299/55870/2099/5324/405/51804/599/1471/51176/4216/5268/5926/4853/2620/55585/6781/8204/7080/59338/5728/8648/4036/659/92/55366/157506/10959/2296/1495/6092	34
BP	GO:0110053	regulation of actin filament organization	24/811	278/18866	9.705864750679991e-4	0.03609143781363967	0.03095281624193463	5756/2059/10391/10602/5999/55704/5581/89848/57731/5295/382/9113/10097/1072/9530/93663/119/71/23122/22843/27236/2150/6709/23616	24
BP	GO:0001649	osteoblast differentiation	21/811	231/18866	0.0010298245908448708	0.03761254650631272	0.03225735273869134	93/1021/4763/8313/4209/51684/4208/3376/89780/3549/2101/1462/51176/23314/22800/55973/659/92/90/55366/5701	21
BP	GO:0016358	dendrite development	22/811	247/18866	0.0010355269572959157	0.03761254650631272	0.03225735273869134	7533/22849/25791/9201/4208/627/5592/1952/1855/8851/3251/382/10097/10498/1072/23043/5728/6453/9231/1742/577/26012	22
BP	GO:0001964	startle response	6/811	28/18866	0.0010357650308793912	0.03761254650631272	0.03225735273869134	3756/1855/9378/1812/5728/23621	6
BP	GO:0099565	chemical synaptic transmission, postsynaptic	13/811	112/18866	0.0010414629411110493	0.03761254650631272	0.03225735273869134	4208/627/1855/9378/5999/9162/5728/1742/2742/6543/57053/84866/4887	13
BP	GO:0045666	positive regulation of neuron differentiation	30/811	380/18866	0.0010513203205590096	0.037697342922901625	0.03233007602320563	5756/116/22849/27/81565/389549/4208/627/8724/482/4919/1855/89780/60436/2042/4915/5979/10097/5728/8648/6453/9231/1946/5458/659/1742/402117/6092/57463/127833	30
BP	GO:0048754	branching morphogenesis of an epithelial tube	16/811	155/18866	0.001059774683075096	0.037730985170475045	0.03235892835966512	2247/6299/8945/2099/3549/51804/51176/5228/7048/859/7080/79633/9231/90/55366/157506	16
BP	GO:0050769	positive regulation of neurogenesis	36/811	485/18866	0.0010737805302037577	0.03796041029311876	0.032555688425006446	23405/5756/116/22849/27/81565/389549/4208/627/8724/482/4919/5324/1855/89780/60436/6009/2042/4915/5979/10097/4602/5728/8648/6453/9231/1946/4036/5458/659/1742/402117/26012/6092/57463/127833	36
BP	GO:0033157	regulation of intracellular protein transport	23/811	264/18866	0.0010855924243948843	0.038109608185051186	0.03268364384081765	4763/7533/81565/11235/55294/5599/51684/29934/8724/9847/285966/8851/288/10425/51465/5295/9648/7545/3843/9530/161291/10956/10075	23
BP	GO:0010256	endomembrane system organization	35/811	468/18866	0.0010999126753612788	0.038248729209800394	0.03280295711220038	63982/3267/25777/282679/8867/81565/11235/23325/8724/10890/4627/6456/8674/288/9648/55161/137492/54874/859/196996/5728/79633/57088/27314/488/10228/9712/9519/1182/1452/10959/10075/23122/26276/23023	35
BP	GO:0032355	response to estradiol	15/811	141/18866	0.0011047939711994138	0.038248729209800394	0.03280295711220038	2099/3549/2101/599/1471/3015/3673/4968/8886/8204/5728/8648/5458/5021/9131	15
BP	GO:0008589	regulation of smoothened signaling pathway	11/811	86/18866	0.0011177529587776771	0.03843232776071191	0.03296041529488608	51684/8945/3549/6095/3340/23322/730094/7545/137392/9231/1495	11
BP	GO:0032456	endocytic recycling	8/811	50/18866	0.0012178829113330925	0.04110287348725116	0.03525073444387865	23163/29934/8724/10123/163486/57020/382/10228	8
BP	GO:0050806	positive regulation of synaptic transmission	17/811	172/18866	0.001218449429956903	0.04110287348725116	0.03525073444387865	4763/116/27065/9783/1855/9378/112476/5999/5581/51247/4915/760/1812/5728/1742/5021/6543	17
BP	GO:0016601	Rac protein signal transduction	7/811	39/18866	0.001219985687171399	0.04110287348725116	0.03525073444387865	4763/2059/55114/8473/382/51495/23616	7
BP	GO:0048013	ephrin receptor signaling pathway	11/811	87/18866	0.001230895496107962	0.041193969269746465	0.03532886020408116	25791/10451/8851/6386/2042/2045/10097/2044/6453/1946/71	11
BP	GO:0060351	cartilage development involved in endochondral bone morphogenesis	6/811	29/18866	0.0012590345142433966	0.0418566441159063	0.035897184825761534	8313/3549/7048/6781/10498/55512	6
BP	GO:0050954	sensory perception of mechanical stimulus	17/811	173/18866	0.0012985836861349267	0.042730458987045736	0.03664658780813946	23262/6323/4919/152137/3673/8556/3356/259236/2917/57731/83715/4036/5458/57053/7068/65217/23621	17
BP	GO:0006607	NLS-bearing protein import into nucleus	5/811	20/18866	0.0013108547179292915	0.042730458987045736	0.03664658780813946	3840/402569/3836/3839/3843	5
BP	GO:0031290	retinal ganglion cell axon guidance	5/811	20/18866	0.0013108547179292915	0.042730458987045736	0.03664658780813946	2045/1946/5458/6092/5797	5
BP	GO:0051261	protein depolymerization	13/811	115/18866	0.0013315458609619315	0.04303757770538212	0.03690997962151664	5756/8867/2059/6456/84643/57731/1072/146909/119/23122/2150/6709/23616	13
BP	GO:0008344	adult locomotory behavior	10/811	75/18866	0.0013459959561245005	0.04303757770538212	0.03690997962151664	6623/2059/6323/57731/7545/1812/55074/3236/5090/2257	10
BP	GO:0050805	negative regulation of synaptic transmission	10/811	75/18866	0.0013459959561245005	0.04303757770538212	0.03690997962151664	4763/627/3356/2770/9162/1812/5728/27253/84866/4887	10
BP	GO:0007369	gastrulation	18/811	189/18866	0.0013585287922410808	0.0431633831458875	0.0370178731530048	93/1855/89780/4087/56983/60436/51176/3673/65125/154796/7048/2132/659/8862/92/90/23122/2296	18
BP	GO:0001659	temperature homeostasis	17/811	174/18866	0.0013831338440093966	0.04366875406872435	0.03745129044686152	93/116/4857/5565/8473/6009/79071/3356/3600/1812/9927/5021/8862/79054/55366/4883/3226	17
BP	GO:0090596	sensory organ morphogenesis	23/811	269/18866	0.0013928570938062964	0.04370089131817255	0.037478852063603636	4763/6299/51384/627/5818/1855/89780/3549/51804/28514/23554/259236/23322/4915/4853/1750/7545/2202/5013/9927/57053/7068/5797	23
BP	GO:0060996	dendritic spine development	12/811	102/18866	0.0014248086086319214	0.044425709412001524	0.038100472110523434	22849/25791/4208/1855/8851/382/10097/1072/5728/6453/9231/1742	12
BP	GO:0071229	cellular response to acid chemical	10/811	76/18866	0.0014914729769969094	0.0462172490402746	0.039636936165804805	22849/23677/599/64121/4915/3843/8649/2742/26012/57463	10
BP	GO:0019098	reproductive behavior	6/811	30/18866	0.0015172892442883714	0.046728785314893405	0.04007564100186916	55585/1812/5728/8648/5021/7068	6
BP	GO:0003206	cardiac chamber morphogenesis	14/811	131/18866	0.001527770202486706	0.04676467327123941	0.040106419307898766	23414/4208/7468/53834/7049/4853/7048/859/4036/659/90/2296/4887/6092	14
BP	GO:0060079	excitatory postsynaptic potential	12/811	103/18866	0.001551095341151492	0.04690661814807524	0.040228154377359555	4208/1855/9378/5999/9162/5728/1742/2742/6543/57053/84866/4887	12
BP	GO:1901890	positive regulation of cell junction assembly	12/811	103/18866	0.001551095341151492	0.04690661814807524	0.040228154377359555	627/9378/79953/23284/4915/9231/1946/5021/575/54674/577/57463	12
BP	GO:0048608	reproductive structure development	33/811	443/18866	0.0016053995039970658	0.04825811682673815	0.04138722957042546	152006/23414/192670/116/6299/55870/2099/5324/405/51804/599/1471/51176/4216/5268/5926/4853/2620/6781/8204/7080/59338/5728/8648/4036/659/92/55366/157506/10959/2296/1495/6092	33
BP	GO:0001101	response to acid chemical	14/811	132/18866	0.0016431585747413177	0.04873827786266282	0.0417990263070436	22849/23677/599/64121/4915/210/1072/3843/8649/2742/9131/26012/57463/4524	14
BP	GO:0060411	cardiac septum morphogenesis	10/811	77/18866	0.0016494570950686153	0.04873827786266282	0.0417990263070436	23414/7468/53834/7049/4853/7048/4036/659/90/6092	10
BP	GO:0007618	mating	7/811	41/18866	0.0016553279332237921	0.04873827786266282	0.0417990263070436	55585/1812/5728/8648/5021/92/7068	7
BP	GO:0080182	histone H3-K4 trimethylation	5/811	21/18866	0.0016602082698237734	0.04873827786266282	0.0417990263070436	8473/5926/54790/57673/23067	5
BP	GO:1903305	regulation of regulated secretory pathway	16/811	162/18866	0.0016875979683124958	0.04925431279609726	0.042241589292522086	8573/9783/1855/6843/112476/3356/148281/9162/1812/488/321/2150/5413/192683/23621/127833	16
CC	GO:0005911	cell-cell junction	47/850	493/19559	4.030120660716672e-7	2.244777208019186e-4	1.8199176457341603e-4	8573/83604/5756/7533/6326/55870/6323/10890/7414/4627/57826/5818/55114/53834/2319/23336/28514/1825/6386/288/7791/3737/9414/23284/23322/10207/57731/5295/401138/260425/154796/859/1072/5411/1500/8506/9231/1946/659/5101/488/575/71/1823/1495/23616/5797	47
CC	GO:0044291	cell-cell contact zone	14/850	74/19559	3.0950210529736925e-6	7.428047726069556e-4	6.022172303664064e-4	7533/6326/6323/7414/57826/5818/53834/2319/288/9414/57731/859/5101/1495	14
CC	GO:0005938	cell cortex	32/850	305/19559	4.0007438380985045e-6	7.428047726069556e-4	6.022172303664064e-4	26059/10979/4739/9783/2059/26064/9847/10890/4627/23157/2319/89848/2917/2770/57731/3927/382/23176/54874/10097/642273/1072/1500/22919/285527/1742/29959/23122/5413/6709/26012/23616	32
CC	GO:0016363	nuclear matrix	16/850	109/19559	1.9025515185539342e-5	0.0026493029895863535	0.002147880530156942	8573/284695/3181/862/4968/10735/23314/57731/4602/1072/6041/9360/22828/55791/4001/26012	16
CC	GO:0098984	neuron to neuron synapse	34/850	368/19559	3.073069370035651e-5	0.0030099913693610912	0.0024403029338673503	22849/9201/4842/57534/2059/482/5818/3756/1855/6456/57120/79953/112476/8851/3708/6009/2917/2045/4915/775/3836/9162/10097/23043/1500/9231/659/1742/119/575/6543/4134/26012/23621	34
CC	GO:0044304	main axon	12/850	68/19559	3.242360541502073e-5	0.0030099913693610912	0.0024403029338673503	6334/6326/6323/3756/89796/286/288/3737/57731/8506/1742/6092	12
CC	GO:0034399	nuclear periphery	17/850	131/19559	5.366976602899619e-5	0.004270579954021554	0.0034623052069833633	8573/284695/3181/862/11016/4968/10735/23314/57731/4602/1072/6041/9360/22828/55791/4001/26012	17
CC	GO:0005819	spindle	33/850	367/19559	6.810044638300303e-5	0.004741493579416586	0.0038440909866195136	55012/81565/6623/4739/7369/1540/402569/4627/23157/10927/84643/2908/9493/26524/6990/1780/8556/10735/340533/9113/9371/642273/127829/331/22919/8555/23354/51119/146909/9857/4134/23172/23122	33
CC	GO:0034703	cation channel complex	23/850	221/19559	9.983579983823486e-5	0.0060459017843455054	0.004901619324358353	285175/781/6334/6326/4842/2059/6323/3756/777/3737/149111/775/3783/5144/286097/30820/1742/402117/27345/3749/170850/27012/57463	23
CC	GO:0005912	adherens junction	19/850	166/19559	1.1327881239323951e-4	0.0060459017843455054	0.004901619324358353	83604/10890/7414/4627/5818/2319/23336/28514/6386/7791/9414/57731/1500/9231/1946/659/1495/23616/5797	19
CC	GO:0034702	ion channel complex	28/850	299/19559	1.1939841943949832e-4	0.0060459017843455054	0.004901619324358353	285175/781/6334/2566/6326/4842/2059/6323/3756/2560/777/3737/149111/775/3783/5144/286097/30820/1742/402117/27345/2742/55144/1193/3749/170850/27012/57463	28
CC	GO:0043679	axon terminus	16/850	130/19559	1.6588966996398664e-4	0.007396366020185457	0.005996486861305039	116/8867/6623/4842/4919/23157/112476/3737/3673/4915/9162/6453/8492/6543/71/3749	16
CC	GO:1902495	transmembrane transporter complex	29/850	322/19559	1.7902712189594324e-4	0.007396366020185457	0.005996486861305039	285175/781/6334/2566/6326/4842/2059/482/6323/3756/2560/777/3737/149111/775/3783/5144/286097/30820/1742/402117/27345/2742/55144/1193/3749/170850/27012/57463	29
CC	GO:0097060	synaptic membrane	33/850	387/19559	1.8590507052530772e-4	0.007396366020185457	0.005996486861305039	223082/26059/8573/8867/27065/2566/6326/9783/5818/3756/2560/2319/9378/286/79953/112476/288/3737/3356/2917/149111/2045/148281/775/9162/1812/5728/8506/6453/1742/2742/57053/27253	33
CC	GO:0150034	distal axon	28/850	309/19559	2.07662929504538e-4	0.00771121678226851	0.00625174714087346	23405/26059/116/8867/81565/6623/25791/3800/4842/2059/4919/5818/23157/1855/112476/8851/3737/3673/4915/9162/1500/6453/8492/5101/6543/71/323/3749	28
CC	GO:0032279	asymmetric synapse	30/850	343/19559	2.3247186581887083e-4	0.00809292682881944	0.0065612125287036575	22849/9201/4842/57534/2059/3756/1855/57120/79953/112476/8851/3708/6009/2917/2045/4915/775/3836/9162/10097/23043/1500/9231/659/1742/119/575/6543/4134/26012	30
CC	GO:0044306	neuron projection terminus	17/850	149/19559	2.649759219936001e-4	0.008389833302916361	0.006801924760372522	116/8867/6623/4842/4919/23157/112476/3737/3673/4915/9162/6453/8492/1742/6543/71/3749	17
CC	GO:1990351	transporter complex	29/850	330/19559	2.71125672266597e-4	0.008389833302916361	0.006801924760372522	285175/781/6334/2566/6326/4842/2059/482/6323/3756/2560/777/3737/149111/775/3783/5144/286097/30820/1742/402117/27345/2742/55144/1193/3749/170850/27012/57463	29
CC	GO:0033268	node of Ranvier	5/850	15/19559	3.1952351146147424e-4	0.009367083993896902	0.007594215313959693	6334/6326/6323/288/57731	5
CC	GO:0014069	postsynaptic density	29/850	337/19559	3.839827252460747e-4	0.010693918898103182	0.008669925743714006	22849/9201/4842/57534/2059/3756/1855/57120/79953/112476/8851/3708/6009/2045/4915/775/3836/9162/10097/23043/1500/9231/659/1742/119/575/6543/4134/26012	29
CC	GO:0042734	presynaptic membrane	17/850	156/19559	4.5566030312898154e-4	0.012085847087754415	0.009798409525931485	223082/26059/8573/6326/9783/5818/3756/2319/9378/112476/3737/3356/9162/1812/8506/6453/27253	17
CC	GO:0000792	heterochromatin	11/850	78/19559	5.317354263622347e-4	0.013214282595081048	0.010713270780099727	6299/3159/11176/3015/57167/23466/23512/7319/7703/57673/2296	11
CC	GO:0099572	postsynaptic specialization	30/850	361/19559	5.498450499570095e-4	0.013214282595081048	0.010713270780099727	22849/9201/4842/57534/2059/3756/1855/57120/79953/112476/8851/3708/6009/2045/4915/775/3836/9162/10097/23043/1500/9231/659/1742/119/575/6543/4134/57053/26012	30
CC	GO:1902911	protein kinase complex	13/850	104/19559	5.69376628872433e-4	0.013214282595081048	0.010713270780099727	93/1021/51719/152110/5218/53632/5565/8851/6885/898/5255/92/90	13
CC	GO:0043194	axon initial segment	5/850	17/19559	6.123557166468043e-4	0.0136432853668908	0.011061077997535959	6334/6323/89796/288/57731	5
CC	GO:0008021	synaptic vesicle	20/850	205/19559	6.399890938044603e-4	0.013710535586503245	0.011115600050287996	81565/627/10890/23157/6456/6843/8674/112476/148281/9162/1184/23176/1742/321/10228/1182/5413/192683/23621/127833	20
CC	GO:0031519	PcG protein complex	8/850	47/19559	8.582543315001978e-4	0.01770546898687445	0.014354429170120267	26147/84333/22823/2145/23466/23512/7703/648	8
CC	GO:0005925	focal adhesion	32/850	415/19559	0.0012891782070917103	0.025645437905360093	0.020791633490313675	8573/5756/10979/4739/10890/7414/4627/10391/2319/9815/9493/3159/6386/7791/3673/10146/5898/3927/382/10097/859/1072/22823/22800/8649/22919/4179/575/51495/71/23122/1495	32
CC	GO:0005871	kinesin complex	8/850	51/19559	0.001491714629365849	0.02708570074559551	0.021959303826628508	81565/3800/55605/3798/84643/9493/9371/146909	8
CC	GO:0014704	intercalated disc	8/850	51/19559	0.001491714629365849	0.02708570074559551	0.021959303826628508	7533/6326/6323/7414/288/57731/859/1495	8
CC	GO:0000803	sex chromosome	6/850	30/19559	0.0016048767459643024	0.02708570074559551	0.021959303826628508	84333/79677/23512/7319/7703/55791	6
CC	GO:0048786	presynaptic active zone	10/850	76/19559	0.0016186459774383964	0.02708570074559551	0.021959303826628508	26059/9783/5818/25957/2319/9378/2917/9162/1500/8506	10
CC	GO:0031252	cell leading edge	32/850	421/19559	0.0016236277143555368	0.02708570074559551	0.021959303826628508	1021/5756/81565/10979/2566/4739/2059/9847/4627/3756/2319/286/3737/55704/382/6249/660/154796/10097/1072/59338/1500/6453/93663/29959/323/3749/23122/1495/23616/6092/5797	32
CC	GO:0043197	dendritic spine	17/850	175/19559	0.0016561051288194832	0.02708570074559551	0.021959303826628508	54873/4842/1855/79953/112476/8851/4915/9162/1812/5728/1500/6453/1742/321/575/6543/5701	17
CC	GO:0030055	cell-substrate junction	32/850	423/19559	0.0017506832742997728	0.02708570074559551	0.021959303826628508	8573/5756/10979/4739/10890/7414/4627/10391/2319/9815/9493/3159/6386/7791/3673/10146/5898/3927/382/10097/859/1072/22823/22800/8649/22919/4179/575/51495/71/23122/1495	32
CC	GO:0031901	early endosome membrane	16/850	161/19559	0.0017707656748173863	0.02708570074559551	0.021959303826628508	27065/23163/115123/29934/8724/9110/3756/89780/79666/79953/4915/382/50489/114880/1182/26276	16
CC	GO:0070382	exocytic vesicle	20/850	223/19559	0.0017992296725081397	0.02708570074559551	0.021959303826628508	81565/627/10890/23157/6456/6843/8674/112476/148281/9162/1184/23176/1742/321/10228/1182/5413/192683/23621/127833	20
CC	GO:0044309	neuron spine	17/850	177/19559	0.0018714300901146602	0.027431225268259623	0.02223943237283073	54873/4842/1855/79953/112476/8851/4915/9162/1812/5728/1500/6453/1742/321/575/6543/5701	17
CC	GO:0034708	methyltransferase complex	12/850	105/19559	0.0020075745417578008	0.028672282557925515	0.023245599957195592	83640/26147/23269/51230/25962/29915/6879/8731/22823/2145/23512/23067	12
CC	GO:0030863	cortical cytoskeleton	12/850	106/19559	0.0021765295837455354	0.03030817445365658	0.024571873458600912	9783/4627/2319/89848/57731/3927/10097/1072/22919/1742/6709/26012	12
CC	GO:0098978	glutamatergic synapse	28/850	361/19559	0.0023095699059591597	0.031376352137054926	0.0254378816343127	26059/10082/27065/6326/2059/1855/89780/6456/2319/6843/9378/112476/3356/23284/2045/148281/382/3836/9162/23236/1812/23043/1500/6453/1742/575/79012/27253	28
CC	GO:0016607	nuclear speck	30/850	401/19559	0.0028276613683135827	0.03750017576549204	0.030402674862318978	4208/627/5324/25957/25962/2908/163486/91746/11176/140890/6651/4968/1859/54439/5930/3600/8899/8204/23236/79677/5411/9774/5458/93663/9360/23067/83932/1452/124245/11052	30
CC	GO:0098889	intrinsic component of presynaptic membrane	10/850	83/19559	0.003143508963533223	0.0407194068066978	0.0330126155533844	6326/5818/3756/2319/9378/112476/3737/3356/1812/27253	10
CC	GO:0098685	Schaffer collateral - CA1 synapse	10/850	84/19559	0.0034327502076688093	0.043455496947080154	0.03523085739449568	8573/1855/6456/9378/3708/2045/9162/1500/321/71	10
CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	21/850	253/19559	0.0035629631376566818	0.044101565948328265	0.035754647627010916	93/1021/51719/152110/5218/53632/6877/5565/8851/6879/6885/5634/5295/10714/898/5255/5435/92/9519/90/6883	21
CC	GO:0043296	apical junction complex	14/850	143/19559	0.003819863993202387	0.04625357052638542	0.03749935132914929	55870/57826/5818/55114/288/9414/23322/10207/260425/154796/1500/71/1495/23616	14
CC	GO:0030133	transport vesicle	30/850	410/19559	0.003903311390943179	0.04625839244160321	0.037503260620708266	81565/627/51324/10890/81876/23157/53834/6456/79666/6843/57120/8674/112476/3708/55704/149111/148281/9162/1184/23176/1742/321/10228/1182/90411/10959/5413/192683/23621/127833	30
CC	GO:0035098	ESC/E(Z) complex	4/850	16/19559	0.004240222726607842	0.04920425122334516	0.039891569072692194	26147/22823/2145/23512	4
CC	GO:0005874	microtubule	31/850	431/19559	0.004354049277745733	0.04949398872866068	0.04012646917621739	57606/8867/81565/3800/1540/55605/55346/1855/3798/89796/84643/9493/6990/1783/1780/23322/6249/9371/2620/642273/22948/10808/331/22919/23354/93663/146909/4134/23172/23122/83659	31
MF	GO:0008013	beta-catenin binding	14/834	85/18352	2.706459171391622e-5	0.012990072713729022	0.01185164894781888	8313/6299/51684/8945/2099/7414/1855/139285/51176/6095/10498/9231/219287/1495	14
MF	GO:0017002	activin-activated receptor activity	5/834	10/18352	3.987255714109373e-5	0.012990072713729022	0.01185164894781888	93/7048/659/92/90	5
MF	GO:0140142	nucleocytoplasmic carrier activity	8/834	31/18352	5.459652180040149e-5	0.012990072713729022	0.01185164894781888	3840/402569/3836/3839/3843/23039/23214/30000	8
MF	GO:0019199	transmembrane receptor protein kinase activity	13/834	80/18352	6.020891176699431e-5	0.012990072713729022	0.01185164894781888	93/53834/7049/2042/2045/4915/5979/7048/2044/2202/659/92/90	13
MF	GO:0004674	protein serine/threonine kinase activity	38/834	435/18352	9.38450168107508e-5	0.016197649901535587	0.014778120541987705	8573/93/1021/51719/54861/152110/5599/9201/9874/5592/1455/5218/7049/6197/53632/5565/26524/5166/4216/5581/6885/149420/1859/65125/5128/5255/7048/9113/8899/1456/84451/23043/659/83942/92/90/79012/1452	38
MF	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	6/834	19/18352	1.410164346720617e-4	0.020282863853664877	0.01850531458503547	93/7049/7048/659/92/90	6
MF	GO:0061608	nuclear import signal receptor activity	6/834	20/18352	1.9374301919807574e-4	0.023885746509705624	0.021792447873708373	3840/402569/3836/3839/3843/30000	6
MF	GO:0060090	molecular adaptor activity	29/834	316/18352	2.719848522899023e-4	0.02934036594077321	0.026769035462216702	25777/55294/54726/8945/2059/4627/23157/6843/286/6386/288/9414/55824/9908/6767/57731/5295/10714/260425/2620/23176/859/8649/6453/9231/10228/29760/51068/5413	29
MF	GO:0048185	activin binding	5/834	15/18352	3.9277131480685234e-4	0.03766240496425706	0.034361747774915276	93/7049/7048/92/90	5
