ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002335,mature B cell differentiation,24/8652,37/18112,0.02716176525014586,0.07891723087410453,0.049098131417775116,292060/295953/289754/313438/50646/170905/690528/317218/309389/680611/29492/116562/25325/315119/301173/501065/84010/365769/24165/24498/289237/679975/56646/307366,24
GO:0010042,response to manganese ion,24/8652,37/18112,0.02716176525014586,0.07891723087410453,0.049098131417775116,24410/29702/64831/24954/25699/171374/156117/499856/29392/289353/24408/25617/54226/25085/29527/290834/64476/192647/171553/29221/301624/362645/300160/81716,24
GO:0040020,regulation of meiotic nuclear division,24/8652,37/18112,0.02716176525014586,0.07891723087410453,0.049098131417775116,290359/289747/24654/64202/81816/25483/307169/60584/25725/84426/81710/680486/365155/306011/117269/292263/365213/24245/64566/315034/114498/24559/294800/365868,24
GO:0050802,"circadian sleep/wake cycle, sleep",24/8652,37/18112,0.02716176525014586,0.07891723087410453,0.049098131417775116,25369/294318/25468/54239/24316/24950/29180/84023/24925/192223/24922/78962/65032/24929/29290/25321/24165/24498/63887/29446/25307/24659/59301/66024,24
GO:0006661,phosphatidylinositol biosynthetic process,61/8652,106/18112,0.027181200908006797,0.0789389865490993,0.04911166664928469,50560/116723/366508/300046/314641/362696/289021/361632/313341/287659/171458/64473/363464/94172/316415/365865/140607/79112/500616/362518/170911/363131/313928/81925/298947/25187/296360/25513/245966/309855/499975/81677/316457/308451/59268/295543/54260/353304/364032/24628/116699/691397/308846/305419/307842/81747/65038/29741/688174/65052/114554/287159/282636/681086/308309/305307/192260/29595/378774/300711/309419,61
GO:0002831,regulation of response to biotic stimulus,187/8652,353/18112,0.027271557271347852,0.07916659881010336,0.049253274972071666,362788/24483/303350/362858/78969/363058/364386/499342/29434/24934/363005/63868/302566/307199/64023/24667/291912/361794/29681/497991/291921/60568/155012/301291/29287/306127/25110/313053/114553/500133/63995/303905/304988/24918/502900/308906/363067/690005/685465/140639/25690/311580/84586/315137/688581/246280/315713/360967/365037/313564/117033/502585/292852/24242/24244/50663/317382/300105/362197/50557/298874/362172/289623/301289/65164/192281/24796/300659/25608/498840/84349/89808/29300/290537/297480/689932/360571/299827/683206/304294/311567/59325/362609/60665/304859/64830/311487/117063/25232/57301/289521/252832/288774/297968/252855/362860/307390/308417/360481/361920/155140/498079/498008/313481/313587/25328/25664/312688/300649/299331/361319/311430/303088/363286/500790/114635/338457/360668/25019/295703/114562/292892/64044/29354/289335/361857/315599/680127/314654/310685/303903/292671/116677/314870/81635/501664/296384/170900/291967/297596/316736/100360621/306722/293294/365769/290549/24494/306012/298784/171091/305910/29215/360748/83584/29221/81503/29683/361241/362491/298576/294090/313045/294706/503650/494202/691998/287287/499285/64566/363984/362615/25124/501502/24506/289237/301034/64668/317259/501570/361730/303538/25670/362558/361321/361035/79113/84478,187
GO:0150116,regulation of cell-substrate junction organization,43/8652,72/18112,0.02758517845690806,0.08004184192568799,0.04979780499467257,114514/298594/499443/81707/366474/301363/100363276/83805/361069/498003/24771/305679/685611/29645/25622/50557/79121/287931/60445/25614/305332/58834/84426/287876/25513/84050/295234/501841/24832/686590/54308/305552/289992/311860/89804/689074/361242/293660/25167/25237/361598/363662/363875,43
GO:0006417,regulation of translation,204/8652,387/18112,0.027692684836973406,0.0803185112896766,0.04996993405497951,313594/257647/287422/29602/192178/307745/294515/364834/360949/360760/303010/301513/684558/315217/685474/297911/498407/80846/25630/308473/316369/361696/287986/287523/294754/24383/29681/298765/29702/497198/84427/303158/296467/117268/24185/64202/500526/361109/56718/312510/117273/64831/116590/313053/50646/25537/365948/25285/24482/690345/500562/24312/315170/170915/315731/315713/313449/363854/364900/361736/81825/303477/474154/311909/65165/361927/319110/100910299/310261/25096/679068/29619/300944/83840/170842/24948/291905/306672/60445/63840/296751/499022/293056/287433/296115/500262/303774/360917/499191/680611/313019/686779/445442/84472/293408/65050/291604/310395/362609/304859/25271/259170/288778/295428/117180/100364335/81768/308266/310348/303250/362173/310461/311257/24418/94195/366017/361920/29344/291841/305826/313481/680486/313587/690632/315000/502531/114089/24705/25426/171350/361309/360645/317646/54226/294328/306011/313867/679841/100360412/408200/293023/50655/81763/307070/304799/360663/315141/367307/690139/500956/288909/298575/117017/361196/80881/306722/363912/295394/170921/309459/24498/298075/24835/312490/85493/360748/114488/298595/308441/305468/295050/287249/681429/365213/81772/290645/310756/29261/266605/291571/79256/171439/362416/316098/308666/287359/288595/288306/24883/315550/500538/361338/689116/360992/84583/300955/362191/294975/361035/290946/304862/25498/287702/502317,204
GO:0007006,mitochondrial membrane organization,62/8652,108/18112,0.027764881166744266,0.08045726748626288,0.05005626082924116,29219/312444/116502/296966/50686/298851/300075/303351/315463/83531/25125/25275/24242/24244/50663/317673/24782/29884/64547/81647/287156/295922/25059/290596/100362572/691393/298282/308416/24224/24887/361992/24577/306619/500566/282819/25400/171116/299331/307350/79463/298081/266759/83462/312703/317191/363521/24888/298575/24842/492821/64476/192647/362666/289522/298576/363474/81917/64625/292156/25283/689108/24472,62
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,62/8652,108/18112,0.027764881166744266,0.08045726748626288,0.05005626082924116,680616/25682/29434/65218/289747/305999/60630/362171/314312/24855/171104/25660/114553/171565/500985/24954/24482/294074/361585/24629/79429/691842/25651/25608/192126/116501/85489/25614/54299/309757/288077/305472/24329/315891/498331/25661/25054/89807/114089/24705/24718/362550/24628/89804/306790/315189/24446/25610/116677/24179/29251/25583/24835/25313/291202/140586/24514/24506/59323/29366/25439/79113,62
GO:0015918,sterol transport,52/8652,89/18112,0.02793822186007335,0.08090184973889193,0.05033285641709718,116723/286970/300664/312781/54281/309053/289797/291437/296371/24817/498638/362434/311129/287275/25608/303497/300644/296461/314824/361686/266732/313210/294400/25702/316039/303888/114628/363675/81830/361550/259221/298296/24646/365410/246772/298369/25073/305475/54225/500564/300228/286898/29184/155192/310900/140638/58857/65144/309139/56611/25541/311491,52
GO:0033003,regulation of mast cell activation,36/8652,59/18112,0.027942791146382834,0.08090184973889193,0.05033285641709718,289733/24602/501738/83730/360725/307199/24451/25159/364403/308589/25316/360797/114767/25248/297607/114593/81745/58853/308417/29316/25047/301737/84477/689968/57302/361597/687536/192177/287222/25084/58959/116553/287287/25172/688621/79113,36
GO:0051607,defense response to virus,142/8652,264/18112,0.02811466558510015,0.08136381757369981,0.05062026839560877,362788/303350/298682/316013/83730/363005/29335/302566/64468/24667/29681/494199/116465/314336/306127/56822/56824/170907/65190/303905/308906/363067/690005/140639/311580/290749/84586/315137/688581/502852/315713/360967/313564/117033/362710/309586/317382/89843/298874/362172/65164/192281/24796/300659/498840/290458/114124/140942/282834/291259/362849/299284/689932/361749/304294/311567/84472/362609/304859/360733/287982/363502/289521/24224/25383/252832/288774/310461/155140/296350/291171/313587/29653/25344/363328/299331/311430/303088/24508/363286/84474/338457/360668/171369/292892/25560/296953/24699/361857/315599/361653/310685/24888/292671/305842/500956/116677/81635/296384/312373/291967/492821/312647/293294/399679/290549/301059/24494/171091/288167/24498/298075/313264/308441/245920/294091/298576/60431/294090/494202/310756/192177/688785/691998/293052/287287/298210/362615/313152/25124/361730/499801/303538/494201/309526/25670/114766/494200/361321/117547/309361/84478,142
GO:0050792,regulation of viral process,91/8652,164/18112,0.02814259463011072,0.08140898542957159,0.05064836944906551,362607/64470/25367/116667/296655/290767/85483/207122/192183/301038/367074/308444/24451/303158/291921/365813/294208/65190/289736/308906/689004/315137/689883/309586/361967/192281/24948/362325/25496/296753/287765/299284/64303/294449/288659/84472/304859/684097/689388/316982/363502/25232/24224/252832/308417/24932/498008/291171/60349/171350/311430/287645/83462/246772/288092/296654/25246/500956/81635/296384/362934/85245/292925/680155/315191/293294/399679/313264/24835/305066/300783/361811/60431/313045/494202/688785/56611/293052/287533/156435/25124/301034/64668/499801/494201/494200/294210/360243/361321/60628/56646,91
GO:0045471,response to ethanol,143/8652,266/18112,0.028216227412569253,0.08155057502836617,0.050736459016476915,24483/25721/444984/85471/25075/29204/289820/25750/29275/29335/116502/24410/117182/29542/287986/25197/25703/297822/117273/25139/24874/25493/50646/500985/29480/24954/500318/24482/65129/25699/362817/24918/25125/170915/24499/54239/29237/25149/24316/170582/84420/689883/60351/25248/79246/81648/24397/50557/689954/64033/24166/81632/24172/25608/81718/83840/25262/29468/24807/156117/312670/58919/114593/309757/315222/257648/25271/59293/24408/25513/24224/25509/25383/25675/50622/24577/24426/94195/116562/25569/29152/25344/24705/24718/170538/24167/64044/25085/25601/60350/60371/117099/24791/25625/65984/25729/54232/246153/171082/296654/24314/25361/50687/25511/25464/65130/245981/25610/24842/24188/25022/81678/29499/246097/301059/24777/24494/81657/192647/79242/24816/24835/690163/25757/64529/24450/81528/25302/29261/24377/58959/116553/287287/65132/66021/361338/81687/84583/25086/54296/25428/84577/24472,143
GO:2001020,regulation of response to DNA damage stimulus,143/8652,266/18112,0.028216227412569253,0.08155057502836617,0.050736459016476915,361614/498404/316013/315745/290997/685474/287834/29477/289820/360993/305999/311743/366980/81822/65045/316351/364514/316794/307925/306007/296072/140583/361122/297597/296583/317413/303905/363133/305539/25554/315713/313564/497856/296084/310658/499360/364535/303745/116490/291787/362132/312154/361688/502935/361927/313027/680663/282835/24948/85489/287433/114208/361181/297561/287765/307348/100362678/309757/295922/117282/304859/25301/290631/315523/690043/316440/25406/78973/24329/24577/500054/171366/314405/292907/308345/362704/290705/170538/293705/304368/100910636/60430/300891/311860/24854/317371/691397/289777/299638/24888/24842/24681/65137/680537/292263/288079/492821/310071/296099/499425/363164/79245/58918/297486/299691/313264/293017/303348/360748/25591/100361529/497672/81528/362594/362258/308896/362981/299810/310552/314111/311361/24659/307861/296102/316732/25737/27064/500225/300711/304569/362675/361567/64625/192218/58921/170824/292673/289468/288471/29722/59102/25498/293528,143
GO:0007088,regulation of mitotic nuclear division,63/8652,110/18112,0.02833712282792762,0.08186417600529855,0.05093156497505689,85272/24483/24708/64022/316228/293649/29542/361182/25660/297176/24205/140583/24954/24482/360610/89817/24629/24493/94338/25296/314949/304477/303037/24323/289515/59325/680835/360643/298884/287622/691493/500870/362044/117183/680006/102551085/24628/363425/292263/299957/25022/303792/316237/287603/24494/58964/24835/25313/366270/304490/24553/291234/315034/291659/311336/114498/24506/29349/300711/305984/25203/306102/304862,63
GO:0006694,steroid biosynthetic process,92/8652,166/18112,0.028433001538086613,0.08191941441557826,0.05096593139538338,24483/24388/84380/83516/64191/365345/114700/117182/300664/116486/100361138/25114/310645/497991/25322/289560/24470/64194/252917/24482/25317/293939/24448/301024/24817/114100/361802/298298/25554/170582/288985/116490/24950/362434/81648/24493/289312/79128/25608/171548/78975/25116/84426/309757/84431/29637/24413/25147/29680/25675/363675/29316/301264/290823/25429/309262/64677/25284/293688/24298/361653/25073/300095/114862/304805/54225/83618/301517/29373/29534/58850/79111/24835/29441/140638/25270/81726/25447/29632/682974/305066/24450/63864/24377/79243/117278/25541/307616/311491/25428/24211/116700,92
GO:0003254,regulation of membrane depolarization,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,114245/24392/25177/83805/29571/363159/24596/29884/25298/114244/245956/50563/29686/290533/361833/29717/304514/59266/366274/24401/25665/291553/362524/154968/171143/100360518/25591/300160/287454/25283,30
GO:0007616,long-term memory,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,266734/116638/114705/65027/501099/24410/294318/25012/56718/25139/50592/311443/64033/83840/287005/24807/29386/54323/64865/24408/25054/24718/192256/170496/171143/25730/287478/25050/140568/78957,30
GO:0014904,myotube cell development,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,64204/306934/29148/24660/114115/361065/362624/24482/682930/84580/366360/315294/311658/497078/362895/313757/24404/25546/361400/24224/114634/337868/316573/25714/363425/114207/25273/300724/299766/500267,30
GO:0042462,eye photoreceptor cell development,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,29475/300754/24831/155012/363143/305850/252920/365394/290221/84006/25509/25054/315597/309288/307724/24832/25085/24628/85257/311486/680149/365901/308923/29192/681377/361586/306238/304825/24711/360630,30
GO:0045494,photoreceptor cell maintenance,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,299210/314859/84360/300754/93662/24214/25152/309156/25609/313098/300866/306619/362011/287819/307401/25246/100362255/690865/363126/310836/303915/114102/314787/192225/681377/60357/304825/25677/683404/113948,30
GO:1902895,positive regulation of miRNA transcription,30/8652,48/18112,0.02844303566964379,0.08191941441557826,0.05096593139538338,58812/24356/294515/85471/501099/29560/25159/25125/314322/24596/25296/315151/367100/24516/25445/83726/24413/81507/50554/24577/25664/25325/25671/24628/300095/24842/29373/24835/309165/24883,30
GO:0010332,response to gamma radiation,44/8652,74/18112,0.02859869142994598,0.08218858385282866,0.05113339439753625,361732/85471/29417/116502/311743/500985/24499/315713/313564/64519/24493/309035/314436/29274/24404/60665/114851/29680/24224/25383/314555/24887/25617/24577/25404/25019/317646/24699/303592/24888/24842/24494/79245/360748/25420/83584/25591/81503/245920/290907/85472/300711/360254/290805,44
GO:0048599,oocyte development,44/8652,74/18112,0.02859869142994598,0.08218858385282866,0.05113339439753625,294515/100362634/362513/25196/313053/50646/171150/24482/171115/362817/363088/117281/84353/307446/307169/365299/25725/293056/24323/59325/114593/84426/310652/303250/24224/24326/362960/313481/680486/303572/114215/362919/171026/117269/292263/296351/310769/114498/292129/361308/300711/25203/360254/84389,44
GO:0051149,positive regulation of muscle cell differentiation,44/8652,74/18112,0.02859869142994598,0.08218858385282866,0.05113339439753625,29204/81707/29148/297333/171104/308766/56718/81649/300772/24482/317413/312495/170915/298696/293677/25296/64030/24925/308523/499497/24323/306600/309757/25546/24413/24224/24962/337868/303181/497010/171160/25714/303101/690139/81812/116717/29499/313264/305066/246297/299766/500267/360737/117505,44
GO:0090398,cellular senescence,44/8652,74/18112,0.02859869142994598,0.08218858385282866,0.05113339439753625,501099/303476/114483/246334/64202/81649/29657/303836/297508/315713/313564/24525/306571/85489/353305/290744/25587/309757/303604/114851/289353/81507/299694/25404/83722/293491/64513/171116/170538/170818/311860/24842/292263/299957/680111/361403/170851/29215/360748/500538/360992/314621/295384/361567,44
GO:1901292,nucleoside phosphate catabolic process,44/8652,74/18112,0.02859869142994598,0.08218858385282866,0.05113339439753625,361068/367747/613267/85260/314312/25638/171115/311580/81529/25275/64519/81743/63885/287368/24626/24465/287545/363129/81744/191569/361063/290029/81656/315219/497811/294422/64467/25095/58813/312373/311422/24165/116643/26759/290365/60398/682978/25014/690945/294292/361274/316077/65135/290646,44
GO:0032635,interleukin-6 production,93/8652,168/18112,0.028717771319181577,0.08245906784260439,0.05130167524481532,311783/63868/81722/64468/83476/291912/64357/25466/60568/25293/301291/58935/64444/304019/66026/308589/289754/365948/500133/360797/24539/25125/24499/289399/289014/25622/690528/24560/317382/500616/60351/25528/24493/315348/24166/301289/116557/288105/25608/63849/85489/361749/683206/59325/304859/292130/297968/84022/313481/294806/313587/54259/29316/25325/363328/311184/311430/89783/338457/25238/116996/287722/54226/25625/315599/296541/680127/25246/24446/116677/314870/691533/29154/117029/290549/301059/24494/316327/29184/24176/24498/24835/286900/296321/362491/25302/24553/64566/499801/688621/59301/25439/292594,93
GO:0032675,regulation of interleukin-6 production,93/8652,168/18112,0.028717771319181577,0.08245906784260439,0.05130167524481532,311783/63868/81722/64468/83476/291912/64357/25466/60568/25293/301291/58935/64444/304019/66026/308589/289754/365948/500133/360797/24539/25125/24499/289399/289014/25622/690528/24560/317382/500616/60351/25528/24493/315348/24166/301289/116557/288105/25608/63849/85489/361749/683206/59325/304859/292130/297968/84022/313481/294806/313587/54259/29316/25325/363328/311184/311430/89783/338457/25238/116996/287722/54226/25625/315599/296541/680127/25246/24446/116677/314870/691533/29154/117029/290549/301059/24494/316327/29184/24176/24498/24835/286900/296321/362491/25302/24553/64566/499801/688621/59301/25439/292594,93
GO:0014829,vascular associated smooth muscle contraction,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,50672/25505/298184/117273/305987/171571/24174/94338/24323/25668/24326/29717/24324/65032/24179/170851/366270/500943/29595/113948,20
GO:0032801,receptor catabolic process,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,83709/140908/54281/306825/363131/306471/690516/311567/290635/89783/298296/24697/308846/63865/29153/56611/303412/315422/292156/171407,20
GO:0043153,entrainment of circadian clock by photoperiod,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,287422/170917/306129/315713/474154/59329/498941/63840/25587/192223/24668/245980/365564/316259/78962/24842/25120/299691/313782/363083,20
GO:0048261,negative regulation of receptor-mediated endocytosis,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,296456/60568/685472/360797/89816/317396/24948/170928/83841/360823/288663/116565/314397/298296/360575/29495/29402/56611/361699/315422,20
GO:0051497,negative regulation of stress fiber assembly,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,116479/114514/100363276/308516/685611/29733/304193/361617/84685/64303/58834/25513/300768/301709/317371/494343/293645/29332/24553/287533,20
GO:0071624,positive regulation of granulocyte chemotaxis,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,294560/306934/29681/287673/315348/24323/24326/155140/81517/298006/680127/114114/363463/24494/29220/287287/29385/113959/363875/29259,20
GO:1901185,negative regulation of ERBB signaling pathway,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,24602/313729/681059/500985/498003/171136/29645/362002/500616/192126/117063/287873/305454/360406/292925/81751/25118/63865/29192/292699,20
GO:1903649,regulation of cytoplasmic transport,20/8652,30/18112,0.02888079128748536,0.08261751099655104,0.05140025020377619,25595/83805/116590/315655/81521/79128/116554/282834/29386/60382/299799/684097/363127/363478/310641/170851/315600/300160/315422/292156,20
GO:0032760,positive regulation of tumor necrosis factor production,64/8652,112/18112,0.028897997262453377,0.08261751099655104,0.05140025020377619,29434/63868/81722/83476/291912/64444/116465/308589/297893/296380/65210/500133/24539/25125/289014/29645/25622/24493/301289/288105/192281/24796/25608/63849/85489/361749/445442/304859/25513/313633/155140/317578/363328/311184/311430/338457/287722/54226/24471/60350/24699/25625/24854/680127/691533/117029/290549/301059/316327/29184/24498/362491/29192/25542/494202/64566/83425/24514/66021/300160/499801/84577/288378/29318,64
GO:0046849,bone remodeling,64/8652,112/18112,0.028897997262453377,0.08261751099655104,0.05140025020377619,308703/24392/307973/304581/297096/293649/25075/360904/312781/689984/311437/83805/303584/29175/308716/50646/307403/252835/24817/84402/89791/84353/29733/25608/24906/84358/84023/25094/292537/360863/25668/25147/24329/84399/286994/54259/29492/366492/24592/83534/83615/291567/140665/24476/81517/25548/116699/304966/83838/24241/24176/24498/25341/25353/25647/25447/499285/315579/54231/79110/24536/282836/25635/363875,64
GO:0002320,lymphoid progenitor cell differentiation,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,85471/79225/361122/299206/25296/100362347/64030/25496/313845/24224/29499/360748/85384/303185/290907/29577,16
GO:0006516,glycoprotein catabolic process,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,24331/363160/29204/500587/117033/297504/289085/292755/310864/294809/499751/85273/25697/25307/361014/292757,16
GO:0015012,heparan sulfate proteoglycan biosynthetic process,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,289229/302489/295430/84353/64134/363073/294449/679869/56819/316325/315939/29633/293722/311215/114002/306197,16
GO:0021511,spinal cord patterning,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,64186/367242/361769/140588/293976/311332/24718/688749/366214/308577/29499/292934/312651/304729/25273/170671,16
GO:0036303,lymph vessel morphogenesis,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,24650/114110/314148/171356/24675/114111/361341/140590/364706/293710/366492/54320/305066/89806/25237/685899,16
GO:0042053,regulation of dopamine metabolic process,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,54278/25479/29219/100188944/25750/29691/54239/24473/24316/81632/24465/25187/29452/24604/24808/24267,16
GO:0045948,positive regulation of translational initiation,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,364834/361696/497198/303158/296467/117268/313053/83840/25271/361920/680486/117017/361196/24835/300955/361035,16
GO:0051156,glucose 6-phosphate metabolic process,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,64524/25058/100360180/360610/362383/24642/25116/303565/25059/292804/25634/117548/24842/287479/24377/83688,16
GO:0071800,podosome assembly,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,303021/140898/117273/83805/81521/306071/116554/301511/314961/296654/25734/83527/24497/24835/501059/299266,16
GO:0072311,glomerular epithelial cell differentiation,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,50672/311553/171356/113970/85497/116557/25296/50677/25473/24326/29492/29146/170672/64563/60357/24883,16
GO:0090042,tubulin deacetylation,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,361466/29477/360581/293860/170915/310958/289881/304244/78975/362414/501624/306576/25318/362093/362740/362224,16
GO:0099171,presynaptic modulation of chemical synaptic transmission,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,64440/83709/25075/140908/58942/25248/25495/24948/310999/257648/81768/171111/116600/29716/266806/24681,16
GO:1901017,negative regulation of potassium ion transmembrane transporter activity,16/8652,23/18112,0.029063668004109394,0.08262635735935919,0.051405753943313336,367302/260323/25471/63883/54348/29209/50557/361833/25404/25592/681190/29737/316064/291553/84020/291245,16
GO:0071331,cellular response to hexose stimulus,117/8652,215/18112,0.029102603983642727,0.08270146430964624,0.05145248151946796,84403/25682/83516/294515/300666/29417/293649/81803/501099/29335/266777/29560/81722/288995/301363/25293/171104/683667/58935/289754/252917/24482/309135/24675/24817/500562/363067/170915/312896/60391/24247/365802/312502/79434/60351/81648/170911/288105/81741/84023/287005/78975/295347/24404/29458/500865/299284/499497/25663/360571/309957/81742/309757/117282/24952/26295/64830/679869/306009/25147/24224/25509/25675/303443/25099/50554/503018/25661/54234/360937/171116/24407/497229/24617/29716/63997/25238/171078/58950/685258/25085/308051/65984/315617/365410/25361/25464/308003/171143/291409/312647/64476/246097/294395/25321/24494/192647/301010/690163/361825/65197/64534/24553/64045/57395/85472/59301/362282/54254/24536/29714/290646/25428/25283/56646/363875/24310,117
GO:0002067,glandular epithelial cell differentiation,37/8652,61/18112,0.029269520630404652,0.08299730592492856,0.05163653854155417,64186/29417/114483/246334/24706/24874/290843/29657/60447/100912563/685072/363185/25296/29300/25496/297480/29458/83501/84426/81745/25271/25509/24705/315617/25735/366214/25022/84010/29373/294395/689210/25273/310769/305066/64566/29577/29349,37
GO:0031113,regulation of microtubule polymerization,37/8652,61/18112,0.029269520630404652,0.08299730592492856,0.05163653854155417,25595/83709/114514/29219/29477/307618/298584/24205/305310/298848/29431/64183/289400/260321/29456/116554/29386/296580/314169/361087/314814/192360/25404/84510/171088/298399/311191/308870/114764/311860/689074/83497/29332/361597/24553/24472/363875,37
GO:0032481,positive regulation of type I interferon production,37/8652,61/18112,0.029269520630404652,0.08299730592492856,0.05163653854155417,303350/362858/316013/63868/64665/24383/690005/685465/117033/25622/287464/288105/192281/498840/299827/304859/311487/252832/310461/361102/363328/299331/311430/24508/338457/292892/296953/60350/310685/363520/301059/306012/494202/25124/499801/303538/309361,37
GO:0048260,positive regulation of receptor-mediated endocytosis,37/8652,61/18112,0.029269520630404652,0.08299730592492856,0.05163653854155417,58812/84591/25751/29644/313413/500985/24954/113970/501088/309532/308578/29411/81737/79128/24948/299799/117282/362466/192154/89807/303181/24617/25544/54226/298296/298006/368088/24854/89803/500564/25313/314717/308923/56611/287287/81918/29199,37
GO:0140353,lipid export from cell,37/8652,61/18112,0.029269520630404652,0.08299730592492856,0.05163653854155417,289733/50577/64558/170917/305999/59295/66026/24484/25622/81648/24493/79128/25608/29597/113976/24323/50662/25147/29527/170924/59103/24842/24179/64476/24494/29141/299691/24653/24498/24835/25353/498398/58959/59301/84020/246250/24180,37
GO:0003407,neural retina development,54/8652,93/18112,0.02944334645358768,0.08343062901767213,0.0519061292750129,100125595/29475/116638/498918/78974/300754/24831/155012/689704/365394/313713/306439/290221/29458/191571/303337/171355/301285/171360/29616/314988/84399/25054/309288/307724/365564/311332/24832/171119/309201/64314/362326/25246/24215/117034/85257/288821/365901/308923/29192/681377/302993/365748/361586/306238/691517/140586/60357/25550/304825/296500/360630/266767/362342,54
GO:0046634,regulation of alpha-beta T cell activation,65/8652,114/18112,0.02944758996052844,0.08343062901767213,0.0519061292750129,499342/85471/25408/25369/81722/362513/25660/690899/117273/85420/171136/361391/303836/315609/502585/317382/500616/363294/140588/311909/315348/81516/25109/311567/156726/50662/309622/100361294/303496/25406/84399/155140/313587/317578/308496/116562/364069/306417/300649/116457/24705/290029/24508/54260/24699/353227/29499/24165/301348/312478/295248/24498/29215/64025/364031/304005/362491/25621/25084/287287/24514/29199/25380/292594/307366,65
GO:0007212,dopamine receptor signaling pathway,25/8652,39/18112,0.029516833034777805,0.08351936439433703,0.05196133573799496,25289/29424/25479/293860/25643/81666/29480/24611/25247/497878/24316/309242/54297/81662/60336/50664/364382/266802/170673/25195/25601/363425/192349/25550/300160,25
GO:0060325,face morphogenesis,25/8652,39/18112,0.029516833034777805,0.08351936439433703,0.05196133573799496,25431/25267/363071/362741/312781/361568/170915/312981/25622/306571/25495/361659/313757/679869/680712/81710/363165/316482/161452/310467/295105/365023/293897/294787/360737,25
GO:0086004,regulation of cardiac muscle cell contraction,25/8652,39/18112,0.029516833034777805,0.08351936439433703,0.05196133573799496,58971/117028/683667/29209/307562/291760/29693/50563/24626/24925/29712/25252/689560/25404/59266/25665/116601/114862/171143/29290/81679/54254/64672/306871/24211,25
GO:1903046,meiotic cell cycle process,120/8652,221/18112,0.029601445338847693,0.0837229235247289,0.052087979473774436,290359/362519/300141/289747/252921/289820/192209/364976/24654/502886/690393/64202/307925/117273/313053/171150/297758/362817/140941/363088/117281/304342/312495/304654/293507/81816/303745/691952/25483/307169/246284/60584/313554/81732/362842/64547/302953/314949/498492/362485/25725/360773/293056/290744/307348/299284/24323/59325/84426/498709/300149/361435/81710/310652/498411/24326/362960/295541/680486/303572/365155/171102/362044/304368/100910636/362919/295107/306011/288734/171026/25729/498001/289777/680991/688314/60460/117269/292263/363174/314320/287603/79245/289101/499413/297783/498033/361191/365213/360565/502372/497976/294252/24245/679805/64566/315034/287634/315330/287146/85256/114498/690161/689639/361308/300711/364785/689933/25203/305270/360243/292673/366261/24559/360254/294800/500223/84389/689108/365868/295160,120
GO:0016925,protein sumoylation,31/8652,50/18112,0.030185301024099657,0.08530123347571704,0.05306992053446903,25242/116470/65026/362825/308384/316312/361677/361103/300772/499417/315713/315689/84353/502935/305589/114090/309331/291171/362501/360491/29155/299957/171143/690244/83422/171099/83614/298576/309165/308508/499801,31
GO:1901985,positive regulation of protein acetylation,31/8652,50/18112,0.030185301024099657,0.08530123347571704,0.05306992053446903,85471/360581/64444/308589/289754/29657/170915/25554/315713/317382/361715/59326/60584/286993/301164/360477/78975/192645/50554/292907/317247/54226/306011/300231/366998/316327/361825/497672/307861/192218/289833,31
